tconst,title,genres,averagerating,numvotes,studio,domestic_gross,popularity,release_date,vote_average,vote_count,month
tt1401152,Unknown,"['Action', 'Mystery', 'Thriller']",6.9,235167,WB,63700000.0,12.08,2011-02-18,6.6,2043,2
tt1403177,Hesher,"['Comedy', 'Crime', 'Drama']",7.0,48483,WHE,383000.0,7.14,2010-01-22,7.0,335,1
tt1403865,True Grit,"['Adventure', 'Drama', 'Western']",7.6,284034,Par.,171200000.0,13.118,2010-12-22,7.2,2816,12
tt1403981,Remember Me,"['Drama', 'Romance']",7.1,129443,Sum.,19100000.0,11.453,2010-03-12,7.1,2079,3
tt1628042,Gone,['Documentary'],6.5,104,LG/S,11700000.0,1.057,2011-06-27,5.1,7,6
tt1407084,Twelve,"['Action', 'Crime', 'Drama']",5.7,11533,Hann.,184000.0,8.46,2010-07-30,5.9,147,7
tt1408101,Star Trek Into Darkness,"['Action', 'Adventure', 'Sci-Fi']",7.7,445535,Par.,228800000.0,20.487,2013-05-16,7.4,6182,5
tt1408253,Ride Along,"['Action', 'Comedy', 'Crime']",6.2,94529,Uni.,134900000.0,10.831,2014-01-17,6.2,1277,1
tt1411238,No Strings Attached,"['Comedy', 'Romance']",6.2,197663,Par.,70700000.0,14.203,2011-01-21,6.2,2612,1
tt1411250,Riddick,"['Action', 'Adventure', 'Sci-Fi']",6.4,144821,Uni.,42000000.0,17.434,2013-09-06,6.2,2852,9
tt1411697,The Hangover Part II,"['Comedy', 'Mystery']",6.5,432800,WB,254500000.0,32.266,2011-05-25,6.4,6231,5
tt1413495,Paranoia,"['Drama', 'Thriller']",5.7,33149,Rela.,7400000.0,0.6,2011-06-07,4.5,2,6
tt1414382,You Again,"['Comedy', 'Family', 'Romance']",5.8,46690,BV,25700000.0,10.208,2010-09-24,6.2,734,9
tt1424381,Predators,"['Action', 'Adventure', 'Sci-Fi']",6.4,199764,Fox,52000000.0,16.215999999999998,2010-07-03,6.1,1979,7
tt1426329,Lovelace,"['Biography', 'Drama']",6.2,35957,RTWC,357000.0,7.242000000000001,2013-08-09,6.0,366,8
tt1430132,The Wolverine,"['Action', 'Adventure', 'Sci-Fi']",6.7,401286,Fox,132600000.0,4.323,2013-07-25,6.3,6176,7
tt1430615,Big Miracle,"['Biography', 'Drama', 'Family']",6.5,17585,Uni.,20200000.0,6.76,2012-02-03,6.6,250,2
tt1431045,Deadpool,"['Action', 'Adventure', 'Comedy']",8.0,820847,Fox,363100000.0,35.067,2016-02-12,7.6,20175,2
tt1433822,The Apparition,"['Horror', 'Thriller']",4.1,18112,WB,4900000.0,7.7139999999999995,2012-08-24,4.3,221,8
tt1434435,Mother's Day,"['Drama', 'Horror', 'Thriller']",6.3,15012,ORF,32500000.0,9.496,2010-09-23,6.4,193,9
tt1439572,Perfect Sense,"['Drama', 'Romance', 'Sci-Fi']",7.1,51188,IFC,3000.0,7.732,2011-01-24,6.8,539,1
tt1440129,Battleship,"['Action', 'Adventure', 'Sci-Fi']",5.8,225342,Uni.,65400000.0,21.741999999999997,2012-05-18,5.6,3240,5
tt1440266,Pina,"['Documentary', 'Music']",7.7,13501,IFC,3500000.0,7.086,2011-12-23,7.4,115,12
tt1440292,Submarine,"['Comedy', 'Drama', 'Romance']",7.3,79810,Wein.,468000.0,7.412000000000001,2011-06-03,7.4,770,6
tt1440345,This Must Be the Place,"['Comedy', 'Drama']",6.7,30457,Wein.,144000.0,8.585,2012-11-02,7.0,589,11
tt1440728,The American,"['Crime', 'Drama', 'Thriller']",6.3,86863,Focus,35600000.0,9.042,2010-09-01,5.8,690,9
tt1441326,Martha Marcy May Marlene,"['Drama', 'Mystery', 'Thriller']",6.9,45873,FoxS,3000000.0,9.477,2011-10-21,6.7,413,10
tt1441951,Quartet,"['Comedy', 'Drama']",6.8,17979,Wein.,18400000.0,8.32,2013-01-10,6.6,209,1
tt1441952,Salmon Fishing in the Yemen,"['Comedy', 'Drama', 'Romance']",6.8,58864,CBS,9000000.0,11.208,2012-03-09,6.4,499,3
tt1446192,Rise of the Guardians,"['Action', 'Adventure', 'Animation']",7.3,145281,P/DW,103400000.0,14.934000000000001,2012-11-21,7.3,3697,11
tt1446714,Prometheus,"['Adventure', 'Mystery', 'Sci-Fi']",7.0,538720,Fox,126500000.0,24.98,2012-06-08,6.4,7384,6
tt1450321,Filth,"['Comedy', 'Crime', 'Drama']",7.1,93591,Magn.,34400.0,9.817,2014-05-30,6.9,956,5
tt1452628,Vanishing on 7th Street,"['Horror', 'Mystery', 'Thriller']",4.9,23912,Magn.,22700.0,7.718999999999999,2011-02-18,5.0,261,2
tt1453405,Monsters University,"['Adventure', 'Animation', 'Comedy']",7.3,291887,BV,268500000.0,20.33,2013-06-21,7.0,6362,6
tt1454029,The Help,['Drama'],8.1,392699,BV,169700000.0,12.597999999999999,2011-08-10,8.1,3944,8
tt1454468,Gravity,"['Drama', 'Sci-Fi', 'Thriller']",7.7,710018,WB,274100000.0,27.836,2013-10-04,7.2,9586,10
tt1455811,Khatta Meetha,"['Comedy', 'Crime', 'Drama']",5.8,8448,Eros,542000.0,4.677,2010-07-23,4.9,21,7
tt1457767,The Conjuring,"['Horror', 'Mystery', 'Thriller']",7.5,397233,WB (NL),137400000.0,18.886,2013-07-19,7.5,5912,7
tt1458175,The Next Three Days,"['Action', 'Crime', 'Drama']",7.4,168066,LGF,21100000.0,11.147,2010-11-19,7.0,1469,11
tt1462054,Letters to God,"['Drama', 'Family']",6.3,4443,Viv.,2800000.0,4.242,2010-04-09,6.9,71,4
tt1462769,The Odd Life of Timothy Green,"['Comedy', 'Drama', 'Family']",6.6,42770,BV,51900000.0,9.216000000000001,2012-08-15,6.7,605,8
tt1464174,"Big Mommas: Like Father, Like Son","['Action', 'Comedy', 'Crime']",4.4,23520,Fox,37900000.0,16.024,2011-02-18,5.5,623,2
tt1464540,I Am Number Four,"['Action', 'Adventure', 'Sci-Fi']",6.1,217762,BV,55100000.0,11.555,2011-02-18,6.0,2805,2
tt1464580,Stake Land,"['Drama', 'Horror', 'Sci-Fi']",6.5,38749,IFC,33200.0,8.799,2010-10-01,6.2,415,10
tt1470023,MacGruber,"['Action', 'Comedy', 'Romance']",5.5,39782,Uni.,8500000.0,7.666,2010-05-21,5.3,270,5
tt1470827,Monsters,"['Drama', 'Sci-Fi', 'Thriller']",6.4,84332,Magn.,237000.0,10.175,2010-10-29,6.2,848,10
tt1478338,Bridesmaids,"['Comedy', 'Romance']",6.8,249501,Uni.,169100000.0,9.805,2011-05-13,6.5,2783,5
tt1480656,Cosmopolis,"['Drama', 'Fantasy']",5.0,41897,EOne,764000.0,7.702000000000001,2012-08-17,5.4,546,8
tt1483013,Oblivion,"['Action', 'Adventure', 'Sci-Fi']",7.0,453966,Uni.,89100000.0,18.534000000000002,2013-04-18,6.5,6850,4
tt1486192,The Raven,"['Crime', 'Mystery', 'Thriller']",6.4,79578,Rela.,16000000.0,0.6,2010-04-20,5.9,5,4
tt1486193,5 Days of War,"['Action', 'Drama', 'War']",5.6,13089,Anch.,17500.0,8.689,2011-08-18,5.7,102,8
tt1487118,Chalet Girl,"['Comedy', 'Romance', 'Sport']",6.3,22352,IFC,1700.0,6.037000000000001,2011-02-02,6.3,371,2
tt1488555,The Change-Up,"['Comedy', 'Fantasy']",6.3,155374,Uni.,37100000.0,12.122,2011-08-05,6.0,1406,8
tt1489889,Central Intelligence,"['Action', 'Comedy', 'Crime']",6.3,138872,WB (NL),127400000.0,14.478,2016-06-17,6.3,3133,6
tt1496422,The Paperboy,"['Crime', 'Drama', 'Mystery']",5.8,33940,MNE,693000.0,8.142999999999999,2012-10-05,5.5,409,10
tt1499201,Anjaana Anjaani,"['Comedy', 'Drama', 'Musical']",5.8,5533,Eros,855000.0,4.265,2010-10-01,6.1,47,10
tt1499658,Horrible Bosses,"['Comedy', 'Crime']",6.9,398695,WB (NL),117500000.0,14.058,2011-07-08,6.5,3842,7
tt1502404,Drive Angry,"['Action', 'Fantasy', 'Thriller']",5.4,90203,Sum.,10700000.0,14.095999999999998,2011-02-24,5.3,959,2
tt1502712,Fantastic Four,"['Action', 'Adventure', 'Drama']",4.3,140148,Fox,56100000.0,16.36,2015-08-07,4.4,3837,8
tt1504320,The King's Speech,"['Biography', 'Drama', 'History']",8.0,593629,Wein.,135500000.0,16.798,2010-09-06,7.7,5013,9
tt1506999,Haywire,"['Action', 'Drama', 'Thriller']",5.8,78681,Rela.,18900000.0,10.015,2011-11-06,5.6,747,11
tt1512235,Super,"['Action', 'Comedy', 'Drama']",6.8,70604,IFC,328000.0,11.36,2011-03-31,6.6,726,3
tt1515091,Sherlock Holmes: A Game of Shadows,"['Action', 'Adventure', 'Crime']",7.5,394189,WB,186800000.0,18.301,2011-12-16,7.1,6380,12
tt1521197,Anonymous,"['Drama', 'Thriller']",6.9,37932,Sony,4500000.0,8.113999999999999,2011-10-28,6.4,434,10
tt1523483,Kaboom,"['Comedy', 'Mystery', 'Romance']",5.7,11858,IFC,119000.0,6.0520000000000005,2010-10-06,5.7,175,10
tt1528071,Horns,"['Crime', 'Drama', 'Fantasy']",6.5,70040,RTWC,174000.0,9.615,2014-10-03,6.3,1382,10
tt1528100,Exodus: Gods and Kings,"['Action', 'Adventure', 'Drama']",6.0,150858,Fox,65000000.0,26.789,2014-12-12,5.7,2909,12
tt1530983,Red Hill,"['Thriller', 'Western']",6.4,7874,Strand,21100.0,6.269,2010-11-05,6.1,79,11
tt1532503,Beginners,"['Comedy', 'Drama', 'Romance']",7.2,83770,Focus,5800000.0,10.322000000000001,2011-06-17,6.9,532,6
tt1535108,Elysium,"['Action', 'Drama', 'Sci-Fi']",6.6,395572,TriS,93100000.0,17.663,2013-08-09,6.4,5406,8
tt1535109,Captain Phillips,"['Biography', 'Drama', 'Thriller']",7.8,387402,Sony,107100000.0,15.482999999999999,2013-10-11,7.6,3909,10
tt1535438,Hope Springs,"['Comedy', 'Drama', 'Romance']",6.3,38667,Sony,63500000.0,8.312999999999999,2012-08-07,6.1,429,8
tt1535612,The Son of No One,"['Action', 'Crime', 'Drama']",5.1,15743,Anch.,30700.0,7.586,2011-11-04,5.1,156,11
tt1535970,The Ledge,"['Drama', 'Romance', 'Thriller']",6.5,17757,IFC,9200.0,8.16,2011-07-08,6.1,185,7
tt1536044,Paranormal Activity 2,['Horror'],5.7,93122,Par.,84800000.0,8.163,2010-10-21,5.7,1342,10
tt1540128,Playing for Keeps,"['Comedy', 'Romance', 'Sport']",5.7,27389,FD,13100000.0,7.778,2012-12-07,5.6,420,12
tt1542344,127 Hours,"['Adventure', 'Biography', 'Drama']",7.6,323949,FoxS,18300000.0,11.435,2010-11-05,7.0,4469,11
tt1545759,Point Blank,"['Action', 'Crime', 'Drama']",6.8,12706,Magn.,708000.0,6.021,2011-07-29,6.6,230,7
tt1549572,Another Earth,"['Drama', 'Romance', 'Sci-Fi']",7.0,85839,FoxS,1300000.0,10.03,2011-07-22,6.7,853,7
tt1560747,The Master,['Drama'],7.1,131365,Wein.,16399999.0,12.829,2012-09-14,7.1,1323,9
tt1560985,The Devil Inside,['Horror'],4.2,33522,Par.,53300000.0,7.403,2012-01-06,4.7,441,1
tt1568338,Man on a Ledge,"['Action', 'Adventure', 'Crime']",6.6,137507,LG/S,18600000.0,11.263,2012-01-27,6.3,1460,1
tt1568346,The Girl with the Dragon Tattoo,"['Crime', 'Drama', 'Mystery']",7.8,387580,MBox,10100000.0,17.823,2011-12-14,7.3,3971,12
tt1570728,"Crazy, Stupid, Love.","['Comedy', 'Drama', 'Romance']",7.4,436830,WB,84400000.0,13.277000000000001,2011-07-29,7.2,4585,7
tt1570989,Tiny Furniture,"['Comedy', 'Drama', 'Romance']",6.2,13397,IFC,392000.0,6.695,2010-11-12,5.9,82,11
tt1571222,A Dangerous Method,"['Biography', 'Drama', 'Romance']",6.4,93259,SPC,5700000.0,10.352,2011-11-23,6.3,1066,11
tt1576702,Skin Trade,['Documentary'],8.8,31,Magn.,1200.0,9.362,2014-11-07,5.6,96,11
tt1578275,The Dilemma,"['Comedy', 'Drama']",5.3,48148,Uni.,48500000.0,9.517999999999999,2011-01-13,5.3,448,1
tt1582271,The Good Doctor,"['Drama', 'Thriller']",5.5,6006,Magn.,5200.0,6.992999999999999,2011-04-23,5.5,90,4
tt1583421,G.I. Joe: Retaliation,"['Action', 'Adventure', 'Sci-Fi']",5.8,165536,Par.,122500000.0,15.065,2013-03-29,5.5,3883,3
tt1586752,Machine Gun Preacher,"['Action', 'Biography', 'Crime']",6.8,60074,Rela.,539000.0,9.12,2011-09-23,6.5,477,9
tt1587310,Maleficent,"['Action', 'Adventure', 'Family']",7.0,305832,BV,241400000.0,19.274,2014-05-30,7.0,8143,5
tt1588173,Warm Bodies,"['Comedy', 'Horror', 'Romance']",6.9,208709,LG/S,66400000.0,13.259,2013-02-01,6.3,4109,2
tt1588334,"Jeff, Who Lives at Home","['Comedy', 'Drama']",6.5,60070,ParV,4300000.0,8.821,2011-09-13,6.2,320,9
tt1591095,Insidious,"['Horror', 'Mystery', 'Thriller']",6.9,254197,FD,54000000.0,16.197,2011-04-01,6.9,3582,4
tt1591479,Act of Valor,"['Action', 'Adventure', 'Drama']",6.5,63787,Rela.,70000000.0,12.197000000000001,2012-02-24,6.3,583,2
tt1592525,Lockout,"['Action', 'Sci-Fi', 'Thriller']",6.1,89554,FD,14300000.0,11.273,2012-04-13,5.9,1004,4
tt1594562,The Innkeepers,"['Drama', 'Horror', 'Mystery']",5.5,31089,Magn.,78400.0,8.494,2011-12-30,5.5,324,12
tt1596343,Fast Five,"['Action', 'Crime', 'Thriller']",7.3,329892,Uni.,209800000.0,2.097,2011-04-28,7.2,4294,4
tt1596346,Soul Surfer,"['Biography', 'Drama', 'Family']",7.1,41659,TriS,43900000.0,8.459,2011-04-08,7.0,688,4
tt1596350,This Means War,"['Action', 'Comedy', 'Romance']",6.3,167438,Fox,54800000.0,12.017000000000001,2012-02-17,6.0,2096,2
tt1596365,The Woman in Black,"['Drama', 'Fantasy', 'Horror']",6.4,165357,CBS,54300000.0,12.780999999999999,2012-02-03,6.1,2122,2
tt1598778,Contagion,"['Action', 'Drama', 'Thriller']",6.6,201536,WB,75700000.0,10.444,2011-09-09,6.3,2128,9
tt1598822,New Year's Eve,"['Comedy', 'Romance']",5.7,76656,WB (NL),54500000.0,11.138,2011-12-09,5.8,1301,12
tt1600195,Abduction,"['Action', 'Mystery', 'Thriller']",5.1,72552,LGF,28100000.0,17.69,2011-09-23,5.8,1791,9
tt1601913,The Grey,"['Action', 'Adventure', 'Drama']",6.8,228798,ORF,51600000.0,12.942,2012-01-27,6.5,2280,1
tt1602613,Only God Forgives,"['Crime', 'Drama']",5.7,100318,RTWC,779000.0,10.196,2013-07-19,5.8,1396,7
tt1605630,American Reunion,['Comedy'],6.7,192250,Uni.,57000000.0,17.199,2012-04-06,6.2,2679,4
tt1605717,Frank,"['Comedy', 'Drama', 'Music']",7.0,70130,Magn.,645000.0,7.093999999999999,2014-08-15,6.9,989,8
tt1606392,Win Win,"['Comedy', 'Drama', 'Sport']",7.2,51618,FoxS,10200000.0,9.015,2011-03-18,6.9,266,3
tt1609479,Better Living Through Chemistry,"['Comedy', 'Drama']",6.3,13388,Gold.,75100.0,7.393,2014-03-14,6.0,141,3
tt1611224,Abraham Lincoln: Vampire Hunter,"['Action', 'Fantasy', 'Horror']",5.9,142853,Fox,37500000.0,12.498,2012-06-22,5.6,2009,6
tt1615147,Margin Call,"['Drama', 'Thriller']",7.1,107264,RAtt.,5400000.0,9.498,2011-10-21,6.8,856,10
tt1615160,The Foreigner,"['Action', 'Thriller']",7.0,81288,STX,34400000.0,14.616,2017-10-13,6.7,1086,10
tt1618430,Dum Maaro Dum,"['Action', 'Crime', 'Drama']",6.2,3616,FoxS,564000.0,1.4909999999999999,2011-04-22,5.4,16,4
tt1618442,The Last Witch Hunter,"['Action', 'Adventure', 'Fantasy']",6.0,86118,LG/S,27400000.0,16.685,2015-10-23,5.8,2193,10
tt1619029,Jackie,"['Biography', 'Drama', 'History']",6.7,66008,FoxS,14000000.0,8.818999999999999,2016-12-02,6.4,1420,12
tt1620604,We Are What We Are,"['Drama', 'Horror']",5.7,4276,EOne,81400.0,2.889,2011-02-18,5.8,38,2
tt1622979,Final Destination 5,['Horror'],5.9,98061,WB (NL),42600000.0,13.392000000000001,2011-08-12,6.0,1701,8
tt1623288,ParaNorman,"['Adventure', 'Animation', 'Comedy']",7.0,87250,Focus,56000000.0,13.32,2012-08-17,6.8,1358,8
tt1625346,Young Adult,"['Comedy', 'Drama']",6.3,74071,Par.,16300000.0,8.335,2011-12-16,5.7,603,12
tt1629705,Blackthorn,"['Action', 'Adventure', 'Western']",6.6,8553,Magn.,201000.0,7.547999999999999,2011-10-07,6.7,111,10
tt1630036,Courageous,['Drama'],7.0,17586,TriS,34500000.0,7.406000000000001,2011-09-30,7.0,128,9
tt1632705,Creed,['Horror'],6.6,12,WB (NL),109800000.0,16.355999999999998,2015-11-25,7.3,4010,11
tt1632708,Friends with Benefits,"['Comedy', 'Romance']",6.6,317338,SGem,55800000.0,14.019,2011-07-21,6.6,4637,7
tt1634122,Johnny English Reborn,"['Action', 'Adventure', 'Comedy']",6.3,110824,Uni.,8300000.0,15.542,2011-10-21,6.1,1810,10
tt1637725,Ted,"['Comedy', 'Fantasy']",6.9,538367,Uni.,218800000.0,14.475,2012-06-29,6.3,7727,6
tt1638002,"Love, Rosie","['Comedy', 'Romance']",7.2,104983,TFA,20400.0,11.338,2014-12-06,7.8,3594,12
tt1640486,Inside Out,"['Crime', 'Drama']",4.6,1566,BV,356500000.0,4.758,2011-09-27,4.4,18,9
tt1640548,Rampart,"['Crime', 'Drama']",5.8,22094,MNE,973000.0,9.413,2011-11-23,5.5,189,11
tt1646971,How to Train Your Dragon 2,"['Action', 'Adventure', 'Animation']",7.8,278205,Fox,177000000.0,27.105999999999998,2014-06-13,7.7,5589,6
tt1646980,The Double,"['Action', 'Crime', 'Drama']",5.9,26994,Imag.,138000.0,9.531,2011-10-28,5.9,341,10
tt1646987,Wrath of the Titans,"['Action', 'Adventure', 'Fantasy']",5.7,172330,WB,83700000.0,14.991,2012-03-29,5.6,2442,3
tt1648179,Here Comes the Boom,"['Action', 'Comedy', 'Sport']",6.4,81761,Sony,45300000.0,10.265,2012-10-12,6.0,812,10
tt1650062,Super 8,"['Mystery', 'Sci-Fi', 'Thriller']",7.0,320575,Par.,127000000.0,14.39,2011-06-09,6.7,3934,6
tt1655442,The Artist,"['Comedy', 'Drama', 'Romance']",7.9,217184,Wein.,44700000.0,10.155,2011-10-14,7.4,1787,10
tt1657507,Colombiana,"['Action', 'Drama', 'Thriller']",6.4,87659,TriS,36700000.0,10.584000000000001,2011-08-26,6.5,1371,8
tt1659337,The Perks of Being a Wallflower,['Drama'],8.0,422671,LG/S,17700000.0,15.148,2012-09-21,7.8,5938,9
tt1659343,Universal Soldier: Day of Reckoning,"['Action', 'Horror', 'Mystery']",5.1,18206,Magn.,5500.0,8.257,2012-11-30,5.3,192,11
tt1661382,Grudge Match,"['Comedy', 'Drama', 'Sport']",6.4,54080,WB,29800000.0,7.917999999999999,2013-12-25,6.0,711,12
tt1663143,Fun Size,"['Adventure', 'Comedy']",5.4,12926,Par.,9400000.0,7.072,2012-10-26,5.5,249,10
tt1663202,The Revenant,"['Action', 'Adventure', 'Biography']",8.0,621193,Fox,183600000.0,19.41,2015-12-25,7.4,11064,12
tt1663662,Pacific Rim,"['Action', 'Adventure', 'Sci-Fi']",6.9,443667,WB,101800000.0,16.759,2013-07-12,6.8,7632,7
tt1664775,Pixels,"['Action', 'Comedy']",4.6,54,Sony,78700000.0,2.1719999999999997,2010-04-01,7.1,35,4
tt1667353,Mirror Mirror,"['Adventure', 'Comedy', 'Drama']",5.6,79510,Rela.,64900000.0,13.220999999999998,2012-03-30,5.8,2099,3
tt1667889,Ice Age: Continental Drift,"['Adventure', 'Animation', 'Comedy']",6.6,175601,Fox,161300000.0,17.537,2012-07-13,6.3,4598,7
tt1670345,Now You See Me,"['Crime', 'Mystery', 'Thriller']",7.3,553156,LG/S,117700000.0,16.646,2013-05-31,7.4,9871,5
tt1678051,Soldiers of Fortune,"['Action', 'Thriller']",4.3,6765,RAtt.,38900.0,6.961,2012-08-03,4.6,70,8
tt1680045,360,"['Drama', 'Thriller']",6.2,15096,Magn.,100000.0,7.276,2012-08-03,5.8,144,8
tt1686821,Vampire Academy,"['Action', 'Comedy', 'Drama']",5.5,49328,Wein.,7800000.0,10.934000000000001,2014-02-07,5.9,1012,2
tt1690953,Despicable Me 2,"['Adventure', 'Animation', 'Comedy']",7.4,344230,Uni.,368100000.0,19.014,2013-07-03,6.9,7319,7
tt1700841,Sausage Party,"['Adventure', 'Animation', 'Comedy']",6.2,159111,Sony,97700000.0,15.232000000000001,2016-08-12,5.6,4237,8
tt1702439,Safe Haven,"['Drama', 'Romance', 'Thriller']",6.7,97055,Rela.,71300000.0,9.095,2013-02-14,7.1,1433,2
tt1704573,Bernie,"['Biography', 'Comedy', 'Crime']",6.8,53765,MNE,9200000.0,7.518,2012-04-27,6.6,503,4
tt1706598,Every Secret Thing,"['Crime', 'Drama', 'Mystery']",6.1,6294,SM,104000.0,6.037999999999999,2014-04-20,5.8,132,4
tt1706620,Snowpiercer,"['Action', 'Drama', 'Sci-Fi']",7.1,239264,RTWC,4600000.0,14.735,2014-06-27,6.8,4748,6
tt1707392,Lovely Molly,"['Drama', 'Horror']",5.3,8821,Imag.,18500.0,6.364,2012-05-18,5.1,125,5
tt1710396,Joyful Noise,"['Comedy', 'Drama', 'Music']",5.8,7575,WB,30900000.0,6.787000000000001,2012-01-13,6.4,70,1
tt1712159,11-11-11,"['Horror', 'Mystery', 'Thriller']",4.0,11712,Rocket,32800.0,5.196000000000001,2011-11-11,4.3,116,11
tt1714203,Piranha 3DD,"['Comedy', 'Horror']",3.7,37088,W/Dim.,377000.0,11.544,2012-06-01,4.2,509,6
tt1714209,In the Land of Blood and Honey,"['Drama', 'Romance', 'War']",4.4,32776,FD,304000.0,5.099,2011-12-23,6.1,83,12
tt1716772,The Inbetweeners Movie,['Comedy'],6.8,73217,WHE,36000.0,8.706,2011-08-20,6.2,517,8
tt1716777,People Like Us,"['Comedy', 'Drama']",7.1,39618,BV,12400000.0,9.078,2012-06-29,6.8,360,6
tt1720616,Friends with Kids,"['Comedy', 'Drama', 'Romance']",6.1,39339,RAtt.,7300000.0,8.362,2012-03-09,5.8,260,3
tt1723121,We're the Millers,"['Comedy', 'Crime']",7.0,371759,WB (NL),150400000.0,14.745999999999999,2013-08-07,6.8,5231,8
tt1723811,Shame,['Drama'],7.2,171353,FoxS,3900000.0,13.152000000000001,2011-12-02,7.0,1607,12
tt1726669,Killer Joe,"['Crime', 'Drama', 'Thriller']",6.7,67842,LD,2000000.0,13.742,2012-07-27,6.5,703,7
tt1727770,Absolutely Anything,"['Comedy', 'Sci-Fi']",6.0,34859,ADC,20200.0,7.7860000000000005,2015-09-04,5.7,688,9
tt1731141,Ender's Game,"['Action', 'Adventure', 'Fantasy']",6.6,211722,LG/S,61700000.0,15.533,2013-11-01,6.6,3558,11
tt1731701,Barely Lethal,"['Action', 'Adventure', 'Comedy']",5.4,17473,A24,6100.0,9.786,2015-04-30,5.6,591,4
tt1735898,Snow White and the Huntsman,"['Action', 'Adventure', 'Drama']",6.1,258938,Uni.,155300000.0,21.233,2012-06-01,5.9,5258,6
tt1740710,Mere Brother Ki Dulhan,"['Comedy', 'Family', 'Romance']",5.9,8285,Yash,496000.0,5.043,2011-09-09,6.3,33,9
tt1742044,Jersey Boys,"['Biography', 'Drama', 'Music']",6.8,30410,WB,47000000.0,6.933,2014-06-20,6.9,380,6
tt1748122,Moonrise Kingdom,"['Adventure', 'Comedy', 'Drama']",7.8,291750,Focus,45500000.0,14.085999999999999,2012-05-25,7.7,3023,5
tt1748207,Sound of My Voice,"['Drama', 'Mystery', 'Sci-Fi']",6.6,19387,FoxS,408000.0,7.212000000000001,2011-01-22,6.4,169,1
tt1758692,Like Crazy,"['Drama', 'Romance']",6.7,55841,ParV,3400000.0,10.091000000000001,2011-10-28,6.5,638,10
tt1758830,This Is 40,"['Comedy', 'Romance']",6.2,118862,Uni.,67500000.0,8.132,2012-12-21,5.7,1296,12
tt1763264,No One Lives,"['Horror', 'Thriller']",6.0,16680,Anch.,74900.0,8.981,2013-05-10,5.7,250,5
tt1763303,The First Time,"['Comedy', 'Drama', 'Romance']",6.9,62589,Gold.,22800.0,11.25,2012-10-19,7.0,1426,10
tt1764234,Killing Them Softly,"['Crime', 'Thriller']",6.2,124086,Wein.,15000000.0,11.298,2012-11-30,6.0,1105,11
tt1764651,The Expendables 2,"['Action', 'Adventure', 'Thriller']",6.6,277584,LGF,85000000.0,17.215999999999998,2012-08-17,6.2,4219,8
tt1772317,Nerve,"['Comedy', 'Drama']",6.8,88,LGF,38600000.0,0.6,2011-12-07,10.0,1,12
tt1772341,Wreck-It Ralph,"['Adventure', 'Animation', 'Comedy']",7.7,344496,BV,189400000.0,22.967,2012-11-02,7.3,7780,11
tt1778304,Paranormal Activity 3,"['Horror', 'Mystery', 'Thriller']",5.8,85689,Par.,104000000.0,9.669,2011-10-21,5.9,1197,10
tt1780798,Clown,"['Drama', 'Fantasy', 'Horror']",5.7,19624,W/Dim.,55000.0,7.223,2016-06-17,5.3,682,6
tt1781827,Hands of Stone,"['Action', 'Biography', 'Drama']",6.6,12851,Wein.,4700000.0,8.17,2016-08-26,6.1,167,8
tt1787988,Talaash,"['Crime', 'Drama', 'Mystery']",7.3,36306,Relbig.,2900000.0,7.653,2012-11-30,6.8,94,11
tt1788391,Kill List,"['Crime', 'Drama', 'Horror']",6.4,32807,IFC,29100.0,7.0360000000000005,2012-01-04,6.1,332,1
tt1790864,The Maze Runner,"['Action', 'Mystery', 'Sci-Fi']",6.8,387038,Fox,102400000.0,36.955,2014-09-19,7.1,10626,9
tt1790885,Zero Dark Thirty,"['Drama', 'Thriller']",7.4,251072,Sony,95700000.0,14.239,2012-12-19,6.9,2553,12
tt1790886,The Campaign,['Comedy'],6.1,118678,WB,86900000.0,10.265999999999998,2012-08-10,5.7,982,8
tt1791528,Inherent Vice,"['Comedy', 'Crime', 'Drama']",6.7,83346,WB,8100000.0,14.244000000000002,2015-01-09,6.6,1359,1
tt1798684,Southpaw,"['Drama', 'Sport']",7.4,199783,Wein.,52400000.0,25.305,2015-07-24,7.4,3424,7
tt1800241,American Hustle,"['Crime', 'Drama']",7.2,418221,Sony,150100000.0,12.481,2013-12-12,6.8,4443,12
tt1800246,That Awkward Moment,"['Comedy', 'Romance']",6.2,92148,Focus,26100000.0,8.649,2014-01-31,6.1,1759,1
tt1805319,Mama,['Drama'],4.5,6,Uni.,71600000.0,11.982999999999999,2013-01-18,6.1,2421,1
tt1814621,Admission,"['Comedy', 'Drama', 'Romance']",5.7,31849,Focus,18000000.0,8.065,2013-03-22,5.5,385,3
tt1821658,The Nut Job,"['Adventure', 'Animation', 'Comedy']",5.7,24587,ORF,64300000.0,10.501,2014-01-17,5.6,529,1
tt1823672,Chappie,"['Action', 'Crime', 'Drama']",6.8,213733,Sony,31600000.0,24.52,2015-03-06,6.7,4995,3
tt1828325,The Gambler,['Drama'],7.0,10,Par.,33700000.0,8.807,2014-12-25,5.8,783,12
tt1839654,The Magic of Belle Isle,"['Comedy', 'Drama']",7.0,16244,Magn.,102000.0,8.027000000000001,2012-07-06,7.1,187,7
tt1840309,Divergent,"['Action', 'Adventure', 'Mystery']",6.7,399703,LG/S,150900000.0,16.982,2014-03-21,6.9,8279,3
tt1840960,Three,"['Drama', 'Thriller']",6.7,6,WGUSA,120000.0,4.407,2011-09-16,6.5,44,9
