studio,month,day,genre,domestic_gross
BV,3,mid,action_gross,43600000.0
Sony,9,end,action_gross,101500000.0
Uni.,1,mid,action_gross,134900000.0
Par.,1,mid,action_gross,50600000.0
TriS,2,end,action_gross,23200000.0
Uni.,7,mid,action_gross,72000000.0
LG/S,10,end,action_gross,43000000.0
RTWC,6,end,action_gross,4600000.0
LGF,1,end,action_gross,19100000.0
Rela.,4,end,action_gross,20400000.0
LG/S,1,beg,action_gross,18800000.0
Uni.,9,mid,action_gross,26300000.0
Rela.,2,mid,action_gross,30700000.0
Rela.,8,end,action_gross,25000000.0
Wein.,2,beg,action_gross,7800000.0
A24,7,mid,action_gross,1100000.0
UTV,7,end,action_gross,2500000.0
Eros,6,end,action_gross,731000.0
Cdgm.,5,mid,action_gross,272000.0
KE,11,mid,action_gross,12100.0
Free,9,beg,action_gross,11800.0
Uni.,6,mid,action_gross,652300000.0
BV,5,beg,action_gross,459000000.0
Sony,11,beg,action_gross,200100000.0
Par.,7,end,action_gross,195000000.0
LGF,11,mid,action_gross,281700000.0
Fox,12,end,action_gross,183600000.0
BV,7,mid,action_gross,180200000.0
WB (NL),5,end,action_gross,155200000.0
Fox,2,mid,action_gross,128300000.0
WB,5,mid,action_gross,153600000.0
Fox,1,beg,action_gross,89300000.0
Fox,9,mid,action_gross,81700000.0
Sony,4,beg,action_gross,78700000.0
Fox,8,beg,action_gross,110800000.0
BV,5,end,action_gross,93400000.0
WB,2,end,action_gross,47400000.0
Fox,8,beg,action_gross,56100000.0
LG/S,10,end,action_gross,27400000.0
Uni.,2,beg,action_gross,17200000.0
Sony,4,mid,action_gross,71000000.0
Sony,3,beg,action_gross,31600000.0
WB,12,mid,action_gross,25000000.0
LGF,9,mid,action_gross,46900000.0
Fox,8,end,action_gross,22500000.0
EC,9,beg,action_gross,16000000.0
WB,3,mid,action_gross,26500000.0
Wein.,8,end,action_gross,27300000.0
WB (NL),5,beg,action_gross,34600000.0
LGF,1,end,action_gross,7700000.0
LGF,8,end,action_gross,14400000.0
ORF,3,mid,action_gross,10700000.0
Uni.,1,mid,action_gross,8000000.0
Par.,10,end,action_gross,3700000.0
FCW,11,beg,action_gross,17500.0
RAtt.,2,end,action_gross,1300000.0
A24,8,beg,action_gross,209000.0
Abr.,10,end,action_gross,206000.0
EC,6,end,action_gross,24600.0
Magn.,4,beg,action_gross,24300.0
LGP,9,beg,action_gross,16800.0
Free,3,mid,action_gross,14900.0
A24,4,end,action_gross,6100.0
Magn.,2,end,action_gross,5200.0
BV,5,beg,action_gross,408100000.0
WB,3,end,action_gross,330400000.0
Fox,2,mid,action_gross,363100000.0
WB,8,beg,action_gross,325100000.0
BV,11,beg,action_gross,232600000.0
Fox,5,end,action_gross,155400000.0
Fox,1,end,action_gross,143500000.0
Uni.,6,beg,action_gross,47400000.0
Uni.,7,end,action_gross,162400000.0
Fox,6,end,action_gross,103100000.0
WB,7,beg,action_gross,126600000.0
Par.,7,end,action_gross,158800000.0
LG/S,6,beg,action_gross,65099999.0
Par.,6,beg,action_gross,82100000.0
Fox,12,end,action_gross,54600000.0
Sony,10,end,action_gross,34300000.0
WB (NL),6,mid,action_gross,127400000.0
Focus,3,beg,action_gross,62500000.0
Uni.,4,end,action_gross,48400000.0
Par.,10,end,action_gross,58700000.0
WB,10,mid,action_gross,86300000.0
LG/S,2,end,action_gross,31200000.0
LG/S,8,end,action_gross,21200000.0
Uni.,1,mid,action_gross,91200000.0
LG/S,9,end,action_gross,61400000.0
Par.,11,end,action_gross,40100000.0
Uni.,7,beg,action_gross,79200000.0
Sony,1,mid,action_gross,34900000.0
EOne,8,beg,action_gross,1300000.0
Focus,8,mid,action_gross,48000000.0
WB,5,mid,action_gross,36300000.0
BV,1,end,action_gross,27600000.0
LGF,12,end,action_gross,31900000.0
LGF,8,mid,action_gross,27000000.0
TriS,11,mid,action_gross,1700000.0
Fox,10,end,action_gross,14900000.0
STX,6,end,action_gross,20800000.0
WB (NL),4,end,action_gross,20600000.0
STX,4,beg,action_gross,9300000.0
SGem,2,beg,action_gross,10900000.0
Focus,4,end,action_gross,8800000.0
ORF,10,mid,action_gross,3800000.0
WB,3,mid,action_gross,3700000.0
Wein.,8,end,action_gross,4700000.0
Fathom,7,end,action_gross,3800000.0
PNT,4,end,action_gross,3100000.0
Wein.,1,end,action_gross,1500000.0
UTV,8,mid,action_gross,1300000.0
Ampl.,1,end,action_gross,1200000.0
Orch.,9,beg,action_gross,939000.0
FCW,7,mid,action_gross,34700.0
GK,7,mid,action_gross,34400.0
Uni.,4,mid,action_gross,226000000.0
Sony,12,mid,action_gross,404500000.0
Sony,7,beg,action_gross,334200000.0
BV,5,beg,action_gross,389800000.0
BV,11,beg,action_gross,315100000.0
WB,9,end,action_gross,412600000.0
BV,5,end,action_gross,172600000.0
WB,11,mid,action_gross,229000000.0
Par.,6,end,action_gross,130199999.0
WB,3,beg,action_gross,168100000.0
WB,7,mid,action_gross,188000000.0
Fox,7,mid,action_gross,146900000.0
Fox,9,end,action_gross,100200000.0
Uni.,2,mid,action_gross,45500000.0
SGem,1,end,action_gross,26800000.0
GrtIndia,4,end,action_gross,20200000.0
TriS,6,end,action_gross,107800000.0
STX,7,end,action_gross,41200000.0
WB,10,mid,action_gross,33700000.0
Par.,5,end,action_gross,58100000.0
LG/S,8,mid,action_gross,75500000.0
WB,5,mid,action_gross,39200000.0
STX,10,mid,action_gross,34400000.0
Uni.,9,end,action_gross,51300000.0
Fox,6,beg,action_gross,73900000.0
Sony,8,beg,action_gross,50700000.0
Focus,7,end,action_gross,51700000.0
SGem,1,beg,action_gross,30400000.0
LGF,9,mid,action_gross,36200000.0
Par.,1,mid,action_gross,33400000.0
Fox,10,beg,action_gross,30300000.0
ORF,1,mid,action_gross,20800000.0
BG,12,beg,action_gross,6100000.0
ORF,2,end,action_gross,2300000.0
Osci.,2,beg,action_gross,2800000.0
Scre.,9,end,action_gross,2300000.0
A24,4,end,action_gross,1800000.0
KL,4,mid,action_gross,26400.0
VE,10,beg,action_gross,7800.0
A24,1,mid,action_gross,5700.0
VE,12,mid,action_gross,4200.0
BV,4,end,action_gross,678800000.0
BV,1,mid,action_gross,700100000.0
Uni.,6,end,action_gross,417700000.0
BV,6,mid,action_gross,608600000.0
WB,12,end,action_gross,335100000.0
Par.,7,end,action_gross,220200000.0
Fox,5,beg,action_gross,318500000.0
BV,7,beg,action_gross,216600000.0
WB,3,end,action_gross,137700000.0
WB,8,beg,action_gross,145400000.0
Par.,12,end,action_gross,127200000.0
BV,5,end,action_gross,213800000.0
Uni.,7,mid,action_gross,68400000.0
Fox,1,end,action_gross,58000000.0
WB,3,mid,action_gross,58300000.0
Sony,7,mid,action_gross,102100000.0
Uni.,10,end,action_gross,4400000.0
Fox,3,beg,action_gross,46900000.0
Uni.,7,beg,action_gross,69500000.0
LGF,1,mid,action_gross,36300000.0
WB (NL),2,end,action_gross,69200000.0
Uni.,12,mid,action_gross,16000000.0
STX,1,mid,action_gross,44900000.0
Annapurna,1,mid,action_gross,47800000.0
Sony,6,end,action_gross,50100000.0
LGF,8,beg,action_gross,33600000.0
WB,1,mid,action_gross,45800000.0
STX,8,mid,action_gross,36100000.0
STX,7,beg,action_gross,31400000.0
STX,9,beg,action_gross,35400000.0
Par.,11,beg,action_gross,21700000.0
Fox,8,beg,action_gross,12700000.0
STX,8,end,action_gross,20700000.0
SGem,1,mid,action_gross,20900000.0
LG/S,10,end,action_gross,15800000.0
BH Tilt,6,beg,action_gross,12000000.0
Global Road,6,beg,action_gross,6700000.0
STX,3,beg,action_gross,5000000.0
LGF,4,mid,action_gross,9200000.0
ENTMP,3,beg,action_gross,6100000.0
Annapurna,12,end,action_gross,1500000.0
VE,2,beg,action_gross,491000.0
Uni.,6,mid,action_gross,22000.0
BV,6,mid,adventure_gross,415000000.0
WB,7,mid,adventure_gross,292600000.0
P/DW,5,mid,adventure_gross,238700000.0
Sum.,6,end,adventure_gross,300500000.0
Par.,5,beg,adventure_gross,312400000.0
BV,11,end,adventure_gross,200800000.0
P/DW,3,end,adventure_gross,217600000.0
Fox,12,beg,adventure_gross,104400000.0
BV,5,end,adventure_gross,90800000.0
Uni.,5,mid,adventure_gross,105300000.0
Par.,7,beg,adventure_gross,131800000.0
SGem,9,beg,adventure_gross,60100000.0
Sony,12,beg,adventure_gross,67600000.0
LGF,8,beg,adventure_gross,103100000.0
Par.,12,end,adventure_gross,171200000.0
Fox,12,end,adventure_gross,42800000.0
BV,7,mid,adventure_gross,63200000.0
WB,11,beg,adventure_gross,100500000.0
WB,12,mid,adventure_gross,100200000.0
Fox,6,mid,adventure_gross,77200000.0
WB,1,mid,adventure_gross,94800000.0
WB,9,end,adventure_gross,55700000.0
Fox,7,beg,adventure_gross,52000000.0
Uni.,6,beg,adventure_gross,61000000.0
Sum.,5,mid,adventure_gross,53000000.0
FoxS,11,beg,adventure_gross,18300000.0
LGF,9,mid,adventure_gross,25100000.0
WB,4,end,adventure_gross,23600000.0
Fox,7,end,adventure_gross,26200000.0
Magn.,2,mid,adventure_gross,124000.0
P/DW,6,end,adventure_gross,352400000.0
BV,5,mid,adventure_gross,241100000.0
Par.,12,end,adventure_gross,209400000.0
P/DW,5,end,adventure_gross,165200000.0
Sony,7,end,adventure_gross,142600000.0
BV,6,mid,adventure_gross,191500000.0
P/DW,10,end,adventure_gross,149300000.0
WB,12,mid,adventure_gross,186800000.0
Fox,4,mid,adventure_gross,143600000.0
Par.,5,beg,adventure_gross,181000000.0
Par.,12,mid,adventure_gross,77600000.0
Par.,7,end,adventure_gross,176700000.0
Fox,12,mid,adventure_gross,133100000.0
Par.,3,beg,adventure_gross,123500000.0
WB,6,mid,adventure_gross,116600000.0
Par.,11,end,adventure_gross,73900000.0
Uni.,4,beg,adventure_gross,108100000.0
BV,11,end,adventure_gross,88600000.0
Uni.,10,end,adventure_gross,8300000.0
WB,11,mid,adventure_gross,64000000.0
BV,2,mid,adventure_gross,55100000.0
Sony,11,end,adventure_gross,46500000.0
Uni.,2,beg,adventure_gross,23200000.0
Uni.,3,mid,adventure_gross,37400000.0
Rela.,1,beg,adventure_gross,24800000.0
WB,3,end,adventure_gross,36400000.0
SGem,5,mid,adventure_gross,29100000.0
Sum.,12,end,adventure_gross,21400000.0
WB,12,end,adventure_gross,31800000.0
BV,7,mid,adventure_gross,26700000.0
Fox,7,beg,adventure_gross,23200000.0
BV,3,mid,adventure_gross,21400000.0
BV,4,end,adventure_gross,15400000.0
Focus,2,mid,adventure_gross,19500000.0
Uni.,1,beg,adventure_gross,21600000.0
NM,9,beg,adventure_gross,2700000.0
PDA,10,beg,adventure_gross,4400000.0
Magn.,10,beg,adventure_gross,201000.0
Magn.,3,mid,adventure_gross,22600.0
IFC,4,beg,adventure_gross,8000.0
Sony,11,beg,adventure_gross,304400000.0
WB (NL),12,mid,adventure_gross,303000000.0
Fox,7,mid,adventure_gross,161300000.0
Sony,7,beg,adventure_gross,262000000.0
P/DW,6,beg,adventure_gross,216400000.0
LGF,3,end,adventure_gross,408000000.0
Fox,11,end,adventure_gross,125000000.0
BV,6,end,adventure_gross,237300000.0
BV,11,beg,adventure_gross,189400000.0
Fox,6,beg,adventure_gross,126500000.0
Uni.,6,beg,adventure_gross,155300000.0
WB (NL),2,beg,adventure_gross,103900000.0
LGF,8,mid,adventure_gross,85000000.0
P/DW,11,end,adventure_gross,103400000.0
WB,3,end,adventure_gross,83700000.0
Uni.,5,mid,adventure_gross,65400000.0
BV,3,beg,adventure_gross,73100000.0
Uni.,8,beg,adventure_gross,113200000.0
Uni.,2,beg,adventure_gross,126400000.0
Rela.,3,end,adventure_gross,64900000.0
Focus,8,mid,adventure_gross,56000000.0
Rela.,2,end,adventure_gross,70000000.0
ORF,1,end,adventure_gross,51600000.0
Focus,5,end,adventure_gross,45500000.0
Fox,1,mid,adventure_gross,49900000.0
LG/S,1,end,adventure_gross,18600000.0
FoxS,6,end,adventure_gross,12800000.0
Par.,10,end,adventure_gross,9400000.0
Focus,6,end,adventure_gross,7100000.0
IFC,12,end,adventure_gross,744000.0
Magn.,5,mid,adventure_gross,123000.0
BV,2,beg,adventure_gross,400700000.0
Uni.,7,beg,adventure_gross,368100000.0
WB (NL),12,mid,adventure_gross,258399999.0
LGF,11,end,adventure_gross,424700000.0
BV,6,end,adventure_gross,268500000.0
WB,6,mid,adventure_gross,291000000.0
BV,11,beg,adventure_gross,206400000.0
Fox,3,end,adventure_gross,187200000.0
Par.,6,end,adventure_gross,202400000.0
Par.,5,mid,adventure_gross,228800000.0
Fox,7,end,adventure_gross,132600000.0
WB,7,mid,adventure_gross,101800000.0
Par.,3,end,adventure_gross,122500000.0
WB,5,end,adventure_gross,112200000.0
Sony,7,end,adventure_gross,71000000.0
Uni.,4,mid,adventure_gross,89100000.0
Fox,7,mid,adventure_gross,83000000.0
Sony,9,end,adventure_gross,119800000.0
Fox,5,end,adventure_gross,107500000.0
BV,7,beg,adventure_gross,89300000.0
Sony,5,end,adventure_gross,60500000.0
BV,8,beg,adventure_gross,90300000.0
Fox,8,beg,adventure_gross,68600000.0
WB (NL),3,beg,adventure_gross,65200000.0
Fox,12,end,adventure_gross,58200000.0
Uni.,2,beg,adventure_gross,134500000.0
Uni.,12,end,adventure_gross,38400000.0
LG/S,11,beg,adventure_gross,61700000.0
Rela.,11,beg,adventure_gross,55800000.0
Uni.,9,beg,adventure_gross,42000000.0
Uni.,7,mid,adventure_gross,33600000.0
Par.,11,mid,adventure_gross,17700000.0
WB (NL),3,mid,adventure_gross,22500000.0
MNE,12,beg,adventure_gross,1000.0
Wein.,4,end,adventure_gross,1500000.0
RAtt.,10,mid,adventure_gross,6300000.0
FoxS,5,end,adventure_gross,2300000.0
CBS,5,end,adventure_gross,1300000.0
FEF,2,end,adventure_gross,613000.0
XL,6,end,adventure_gross,117000.0
IFC,5,beg,adventure_gross,61800.0
Par.,6,end,adventure_gross,245400000.0
WB (NL),12,mid,adventure_gross,255100000.0
BV,8,beg,adventure_gross,333200000.0
BV,5,end,adventure_gross,241400000.0
LGF,11,end,adventure_gross,337100000.0
Fox,5,end,adventure_gross,233900000.0
BV,4,beg,adventure_gross,259800000.0
Fox,7,mid,adventure_gross,208500000.0
Sony,5,beg,adventure_gross,202900000.0
Par.,11,beg,adventure_gross,188000000.0
BV,11,beg,adventure_gross,222500000.0
Fox,6,mid,adventure_gross,177000000.0
Fox,4,mid,adventure_gross,131500000.0
Fox,11,end,adventure_gross,83400000.0
Fox,12,mid,adventure_gross,113700000.0
LG/S,3,end,adventure_gross,150900000.0
Fox,3,beg,adventure_gross,111500000.0
Fox,12,mid,adventure_gross,65000000.0
LGF,8,mid,adventure_gross,39300000.0
BV,12,end,adventure_gross,128000000.0
FoxS,3,beg,adventure_gross,59300000.0
Uni.,11,mid,adventure_gross,86200000.0
BV,7,mid,adventure_gross,59200000.0
ORF,1,mid,adventure_gross,64300000.0
TriS,2,end,adventure_gross,23200000.0
Focus,9,end,adventure_gross,50800000.0
BV,3,end,adventure_gross,51200000.0
LG/S,1,beg,adventure_gross,18800000.0
ORF,5,beg,adventure_gross,31400000.0
Rela.,7,beg,adventure_gross,38900000.0
CE,5,beg,adventure_gross,8500000.0
FIP,9,mid,adventure_gross,616000.0
GK,12,mid,adventure_gross,858000.0
Free,9,beg,adventure_gross,11800.0
Uni.,6,mid,adventure_gross,652300000.0
BV,5,beg,adventure_gross,459000000.0
Uni.,7,beg,adventure_gross,336000000.0
Sony,11,beg,adventure_gross,200100000.0
Par.,7,end,adventure_gross,195000000.0
LGF,11,mid,adventure_gross,281700000.0
Fox,10,beg,adventure_gross,228400000.0
Fox,12,end,adventure_gross,183600000.0
BV,7,mid,adventure_gross,180200000.0
WB (NL),5,end,adventure_gross,155200000.0
Fox,2,mid,adventure_gross,128300000.0
WB,5,mid,adventure_gross,153600000.0
BV,11,end,adventure_gross,123100000.0
Par.,2,beg,adventure_gross,163000000.0
W/Dim.,1,mid,adventure_gross,76300000.0
Fox,11,beg,adventure_gross,130199999.0
Fox,12,mid,adventure_gross,85900000.0
BV,5,end,adventure_gross,93400000.0
WB,2,end,adventure_gross,47400000.0
Fox,8,beg,adventure_gross,56100000.0
Sony,10,mid,adventure_gross,80100000.0
LG/S,10,end,adventure_gross,27400000.0
WB,10,beg,adventure_gross,35100000.0
Uni.,2,beg,adventure_gross,17200000.0
LGF,8,beg,adventure_gross,19400000.0
WB (NL),7,end,adventure_gross,58900000.0
WB,12,mid,adventure_gross,25000000.0
Fox,8,end,adventure_gross,22500000.0
EC,9,beg,adventure_gross,16000000.0
Sony,11,mid,adventure_gross,43000000.0
BG,9,beg,adventure_gross,29500000.0
BV,1,end,adventure_gross,12400000.0
BH Tilt,11,beg,adventure_gross,7200000.0
Uni.,10,end,adventure_gross,2200000.0
Focus,1,end,adventure_gross,1200000.0
A24,4,mid,adventure_gross,229000.0
EC,6,end,adventure_gross,24600.0
Free,3,mid,adventure_gross,14900.0
A24,4,end,adventure_gross,6100.0
Magn.,2,end,adventure_gross,5200.0
TAFC,11,end,adventure_gross,4600.0
BV,5,beg,adventure_gross,408100000.0
BV,6,mid,adventure_gross,486300000.0
BV,3,beg,adventure_gross,341300000.0
Uni.,7,beg,adventure_gross,368400000.0
WB,3,end,adventure_gross,330400000.0
Fox,2,mid,adventure_gross,363100000.0
WB,8,beg,adventure_gross,325100000.0
BV,11,beg,adventure_gross,232600000.0
BV,11,mid,adventure_gross,248800000.0
Fox,5,end,adventure_gross,155400000.0
Fox,1,end,adventure_gross,143500000.0
Uni.,6,beg,adventure_gross,47400000.0
Fox,7,end,adventure_gross,64099999.0
Fox,6,end,adventure_gross,103100000.0
WB,7,beg,adventure_gross,126600000.0
Fox,11,beg,adventure_gross,153700000.0
Par.,7,end,adventure_gross,158800000.0
LG/S,6,beg,adventure_gross,65099999.0
BV,5,end,adventure_gross,77000000.0
Fox,9,end,adventure_gross,87200000.0
Par.,6,beg,adventure_gross,82100000.0
Fox,12,end,adventure_gross,54600000.0
Sony,10,end,adventure_gross,34300000.0
WB,9,end,adventure_gross,72700000.0
BV,7,beg,adventure_gross,55500000.0
Uni.,4,end,adventure_gross,48400000.0
LG/S,2,end,adventure_gross,31200000.0
Sony,8,mid,adventure_gross,97700000.0
LG/S,8,end,adventure_gross,21200000.0
Sony,1,mid,adventure_gross,34900000.0
Fox,7,beg,adventure_gross,46000000.0
Focus,8,mid,adventure_gross,48000000.0
LGF,1,mid,adventure_gross,17100000.0
STX,4,beg,adventure_gross,9300000.0
Focus,4,end,adventure_gross,8800000.0
ORF,10,mid,adventure_gross,3800000.0
Orch.,6,end,adventure_gross,5200000.0
A24,6,end,adventure_gross,4200000.0
SPC,11,beg,adventure_gross,3200000.0
A24,9,end,adventure_gross,663000.0
UTV,8,mid,adventure_gross,1300000.0
BWP,1,end,adventure_gross,108000.0
Grav.,2,end,adventure_gross,52500.0
GK,7,mid,adventure_gross,34400.0
FCW,5,mid,adventure_gross,4600.0
Uni.,6,end,adventure_gross,264600000.0
Sony,12,mid,adventure_gross,404500000.0
Sony,7,beg,adventure_gross,334200000.0
BV,5,beg,adventure_gross,389800000.0
BV,11,beg,adventure_gross,315100000.0
WB,9,end,adventure_gross,412600000.0
BV,11,end,adventure_gross,209700000.0
BV,5,end,adventure_gross,172600000.0
WB,11,mid,adventure_gross,229000000.0
Par.,6,end,adventure_gross,130199999.0
WB,3,beg,adventure_gross,168100000.0
Fox,3,end,adventure_gross,175000000.0
Fox,7,mid,adventure_gross,146900000.0
Fox,9,end,adventure_gross,100200000.0
BV,6,mid,adventure_gross,152900000.0
Uni.,2,mid,adventure_gross,45500000.0
Fox,12,mid,adventure_gross,84400000.0
STX,7,end,adventure_gross,41200000.0
Sony,7,end,adventure_gross,86100000.0
Uni.,1,end,adventure_gross,64500000.0
Sony,4,beg,adventure_gross,45000000.0
FoxS,12,beg,adventure_gross,63900000.0
WB,5,mid,adventure_gross,39200000.0
STX,11,beg,adventure_gross,72100000.0
Sony,8,beg,adventure_gross,50700000.0
SGem,1,beg,adventure_gross,30400000.0
ORF,8,mid,adventure_gross,28400000.0
Par.,1,mid,adventure_gross,33400000.0
Fox,10,beg,adventure_gross,30300000.0
Sony,11,mid,adventure_gross,40900000.0
LGF,6,beg,adventure_gross,21900000.0
ENTMP,6,mid,adventure_gross,44300000.0
WB,12,end,adventure_gross,17500000.0
BST,4,end,adventure_gross,8600000.0
Wein.,2,mid,adventure_gross,7200000.0
STX,2,beg,adventure_gross,7900000.0
LG/S,2,end,adventure_gross,9400000.0
SPC,3,beg,adventure_gross,3200000.0
MOM,10,mid,adventure_gross,14800.0
VE,12,mid,adventure_gross,4200.0
BV,4,end,adventure_gross,678800000.0
BV,1,mid,adventure_gross,700100000.0
Uni.,6,end,adventure_gross,417700000.0
BV,6,mid,adventure_gross,608600000.0
WB,12,end,adventure_gross,335100000.0
Par.,7,end,adventure_gross,220200000.0
Fox,5,beg,adventure_gross,318500000.0
WB,11,mid,adventure_gross,159600000.0
BV,7,beg,adventure_gross,216600000.0
WB,3,end,adventure_gross,137700000.0
BV,11,end,adventure_gross,201100000.0
Sony,6,end,adventure_gross,167500000.0
Par.,12,end,adventure_gross,127200000.0
BV,5,end,adventure_gross,213800000.0
Sony,2,beg,adventure_gross,115300000.0
Uni.,7,mid,adventure_gross,68400000.0
WB,3,mid,adventure_gross,58300000.0
WB,1,mid,adventure_gross,40900000.0
WB,9,end,adventure_gross,83200000.0
BV,11,beg,adventure_gross,54900000.0
Uni.,10,end,adventure_gross,4400000.0
BV,3,beg,adventure_gross,100500000.0
Sony,10,mid,adventure_gross,46700000.0
Par.,3,end,adventure_gross,43200000.0
Uni.,12,mid,adventure_gross,16000000.0
Annapurna,1,mid,adventure_gross,47800000.0
LGF,8,beg,adventure_gross,33600000.0
STX,8,mid,adventure_gross,36100000.0
STX,7,beg,adventure_gross,31400000.0
LGF,2,mid,adventure_gross,8300000.0
VPD,7,end,adventure_gross,289000.0
Par.,11,beg,adventure_gross,21700000.0
Fox,8,beg,adventure_gross,12700000.0
Global Road,5,mid,adventure_gross,17900000.0
Global Road,9,beg,adventure_gross,9600000.0
Affirm,3,end,adventure_gross,17600000.0
ENTMP,3,beg,adventure_gross,6100000.0
Scre.,11,end,adventure_gross,29500.0
VE,2,beg,adventure_gross,491000.0
A24,4,beg,adventure_gross,1200000.0
Orch.,3,mid,adventure_gross,112000.0
