tconst,title,genres,averagerating,numvotes,studio,domestic_gross,popularity,release_date,vote_average,vote_count,month,Adventure,Drama,Romance,Action,Crime,Sci-fi,Comedy,Family,Animation,Thriller,Mystery,Horror,Biography,History,Fantasy,Music,War,Sport
tt0337692,On the Road,"['Adventure', 'Drama', 'Romance']",6.1,37886,IFC,744000.0,8.919,2012-12-21,5.6,518,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0365907,A Walk Among the Tombstones,"['Action', 'Crime', 'Drama']",6.5,105116,Uni.,26300000.0,19.373,2014-09-19,6.3,1685,9,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0369610,Jurassic World,"['Action', 'Adventure', 'Sci-Fi']",7.0,539338,Uni.,652300000.0,20.709,2015-06-12,6.6,14056,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0372538,Spy,"['Action', 'Crime', 'Drama']",6.6,78,Fox,110800000.0,1.4,2011-08-09,7.0,1,8,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0376479,American Pastoral,"['Crime', 'Drama']",6.1,12898,LGF,544000.0,7.782,2016-10-21,6.0,339,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0383010,The Three Stooges,"['Comedy', 'Family']",5.1,28570,Fox,44300000.0,9.357999999999999,2012-04-13,5.1,215,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
tt0398286,Tangled,"['Adventure', 'Animation', 'Comedy']",7.8,366366,BV,200800000.0,21.511,2010-11-24,7.5,6407,11,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
tt0401729,John Carter,"['Action', 'Adventure', 'Sci-Fi']",6.6,241792,BV,73100000.0,18.549,2012-03-09,6.1,3338,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0409847,Cowboys & Aliens,"['Action', 'Sci-Fi', 'Thriller']",6.0,195889,Uni.,100200000.0,16.293,2011-07-29,5.5,3110,7,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tt0419692,Disconnect,"['Drama', 'Mystery', 'Sci-Fi']",4.5,190,LD,1400000.0,0.706,2010-08-06,6.7,3,8,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
tt0427152,Dinner for Schmucks,['Comedy'],5.9,91546,P/DW,73000000.0,6.632000000000001,2010-07-30,5.6,920,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0429493,The A-Team,"['Action', 'Adventure', 'Thriller']",6.8,235256,Fox,77200000.0,17.097,2010-06-11,6.3,2703,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0431021,The Possession,"['Horror', 'Mystery', 'Thriller']",5.9,53649,LGF,49100000.0,8.978,2012-08-31,5.9,918,8,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
tt0433035,Real Steel,"['Action', 'Drama', 'Family']",7.1,283534,BV,85500000.0,14.811,2011-10-06,6.8,4566,10,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0435651,The Giver,"['Drama', 'Romance', 'Sci-Fi']",6.5,104999,Wein.,45100000.0,8.687000000000001,2014-08-11,6.5,3075,8,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0435761,Toy Story 3,"['Adventure', 'Animation', 'Comedy']",8.3,682218,BV,415000000.0,24.445,2010-06-17,7.7,8340,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
tt0443272,Lincoln,"['Biography', 'Drama', 'History']",7.4,228701,BV,182200000.0,12.693,2012-11-16,6.8,2261,11,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
tt0443465,Before We Go,"['Comedy', 'Drama', 'Romance']",6.8,45181,RTWC,37200.0,8.232999999999999,2015-05-21,6.5,985,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0446029,Scott Pilgrim vs. the World,"['Action', 'Comedy', 'Fantasy']",7.5,339338,Uni.,31500000.0,14.383,2010-08-13,7.3,3882,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
tt0448694,Puss in Boots,"['Action', 'Adventure', 'Animation']",6.6,133355,P/DW,149300000.0,9.078,2011-10-28,6.3,1422,10,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt0451279,Wonder Woman,"['Action', 'Adventure', 'Fantasy']",7.5,487527,WB,412600000.0,2.841,2013-09-29,5.9,34,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0454876,Life of Pi,"['Adventure', 'Drama', 'Fantasy']",7.9,535836,Fox,125000000.0,15.0,2012-11-21,7.3,8723,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0455407,The Crazies,"['Horror', 'Thriller']",6.5,104465,Over.,39100000.0,12.245999999999999,2010-02-26,6.2,1036,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
tt0455944,The Equalizer,"['Action', 'Crime', 'Thriller']",7.2,302302,Sony,101500000.0,28.941999999999997,2014-09-26,7.2,4989,9,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0458339,Captain America: The First Avenger,"['Action', 'Adventure', 'Sci-Fi']",6.9,668137,Par.,176700000.0,25.808000000000003,2011-07-22,6.9,12810,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0462335,High-Rise,"['Drama', 'Horror', 'Sci-Fi']",5.6,33746,Magn.,346000.0,8.474,2016-04-28,5.5,610,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
tt0464154,Piranha 3D,"['Comedy', 'Horror']",5.4,81327,W/Dim.,25000000.0,11.302,2010-08-20,5.3,1029,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0470752,Ex Machina,"['Drama', 'Mystery', 'Sci-Fi']",7.7,424542,A24,25400000.0,18.485,2015-04-10,7.6,8026,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
tt0471042,Tower Heist,"['Action', 'Comedy', 'Crime']",6.2,125102,Uni.,78000000.0,12.213,2011-11-04,6.0,1592,11,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0472181,The Smurfs,"['Adventure', 'Animation', 'Comedy']",5.5,77577,Sony,142600000.0,16.533,2011-07-29,5.6,2112,7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
tt0472399,The Mechanic,"['Action', 'Crime', 'Thriller']",6.6,141254,CBS,29100000.0,14.387,2011-01-28,6.3,1676,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0473075,Prince of Persia: The Sands of Time,"['Action', 'Adventure', 'Fantasy']",6.6,254975,BV,90800000.0,13.44,2010-05-27,6.2,4040,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0475290,"Hail, Caesar!","['Comedy', 'Drama', 'Music']",6.3,111422,Uni.,30500000.0,12.312000000000001,2016-02-05,5.9,2328,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
tt0477080,Unstoppable,"['Action', 'Thriller']",6.8,173019,Fox,81600000.0,14.01,2010-11-12,6.4,1913,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0477302,Extremely Loud & Incredibly Close,"['Adventure', 'Drama', 'Mystery']",6.9,93164,WB,31800000.0,9.828,2011-12-24,7.0,1231,12,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0478304,The Tree of Life,"['Drama', 'Fantasy']",6.8,156266,FoxS,13300000.0,11.569,2011-05-27,6.6,1730,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0478970,Ant-Man,"['Action', 'Adventure', 'Comedy']",7.3,501213,BV,180200000.0,32.715,2015-07-17,7.1,11949,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0479997,Season of the Witch,"['Action', 'Adventure', 'Fantasy']",5.4,85777,Rela.,24800000.0,12.535,2011-01-07,5.3,1352,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0480255,The Losers,"['Action', 'Adventure', 'Crime']",6.4,83876,WB,23600000.0,10.202,2010-04-23,6.2,844,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0481499,The Croods,"['Action', 'Adventure', 'Animation']",7.2,176699,Fox,187200000.0,16.29,2013-03-22,6.8,3873,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt0491152,Something Borrowed,"['Comedy', 'Drama', 'Romance']",5.9,54314,WB,39000000.0,7.567,2011-05-05,6.1,591,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0492389,Furry Vengeance,"['Comedy', 'Family']",3.8,14700,Sum.,17600000.0,9.45,2010-04-02,4.6,283,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
tt0493949,Ramona and Beezus,"['Adventure', 'Comedy', 'Family']",6.6,16086,Fox,26200000.0,7.442,2010-07-23,6.3,460,7,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
tt0498381,Rings,"['Drama', 'Horror', 'Mystery']",4.5,34151,Par.,27800000.0,13.53,2017-02-03,4.9,1785,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
tt0770828,Man of Steel,"['Action', 'Adventure', 'Sci-Fi']",7.1,647288,WB,291000000.0,27.666999999999998,2013-06-14,6.5,9758,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0780653,The Wolfman,"['Drama', 'Fantasy', 'Horror']",5.8,97873,Uni.,62000000.0,14.03,2010-02-12,5.7,1009,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
tt0787474,The Boxtrolls,"['Adventure', 'Animation', 'Comedy']",6.8,50763,Focus,50800000.0,11.219000000000001,2014-09-26,6.7,1016,9,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
tt0790628,The Incredible Burt Wonderstone,"['Adventure', 'Comedy', 'Fantasy']",5.9,67549,WB (NL),22500000.0,9.362,2013-03-15,5.4,920,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
tt0790636,Dallas Buyers Club,"['Biography', 'Drama']",8.0,402462,Focus,27300000.0,12.389000000000001,2013-11-22,7.9,4961,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0790663,The First Grader,"['Biography', 'Drama', 'Romance']",7.5,4052,NGE,332000.0,3.3310000000000004,2010-09-04,7.0,51,9,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0790724,Jack Reacher,"['Action', 'Crime', 'Thriller']",7.0,284547,Par.,80100000.0,18.312,2012-12-21,6.4,4155,12,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0790736,R.I.P.D.,"['Action', 'Adventure', 'Comedy']",5.6,109078,Uni.,33600000.0,21.377,2013-07-19,5.6,2047,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0795461,Scary Movie 5,['Comedy'],3.5,60139,W/Dim.,32000000.0,16.316,2013-04-12,4.7,1494,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0800369,Thor,"['Action', 'Adventure', 'Fantasy']",7.0,683264,Par.,181000000.0,38.068000000000005,2011-05-06,6.7,12764,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0803096,Warcraft,"['Action', 'Adventure', 'Fantasy']",6.9,225557,Uni.,47400000.0,21.464000000000002,2016-06-10,6.3,4071,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0804497,It's Kind of a Funny Story,"['Comedy', 'Drama', 'Romance']",7.1,125583,Focus,6400000.0,10.01,2010-10-08,7.0,1324,10,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0808510,Tooth Fairy,"['Comedy', 'Family', 'Fantasy']",5.0,37939,Fox,60000000.0,12.65,2010-01-22,5.3,1058,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
tt0810913,Jack and Jill,['Comedy'],3.3,71361,Sony,74200000.0,11.277000000000001,2011-11-11,4.1,1124,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0810922,Take Me Home Tonight,"['Comedy', 'Drama', 'Romance']",6.3,48393,Rela.,6900000.0,11.321,2011-03-04,6.1,339,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0816442,The Book Thief,"['Drama', 'War']",7.6,119023,Fox,21500000.0,9.033999999999999,2013-11-08,7.5,2788,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0816692,Interstellar,"['Adventure', 'Drama', 'Sci-Fi']",8.6,1299334,Par.,188000000.0,28.44,2014-11-05,8.2,18597,11,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0816711,World War Z,"['Action', 'Adventure', 'Horror']",7.0,553751,Par.,202400000.0,14.582,2013-06-21,6.7,9132,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0817177,Flipped,"['Comedy', 'Drama', 'Romance']",7.7,74937,WB,1800000.0,9.781,2010-08-06,7.4,859,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0817230,Valentine's Day,"['Comedy', 'Romance']",5.7,107171,WB (NL),110500000.0,11.187000000000001,2010-02-11,5.8,1907,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0829150,Dracula Untold,"['Action', 'Drama', 'Fantasy']",6.3,164829,Uni.,56300000.0,29.043000000000003,2014-10-03,6.2,3719,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0837562,Hotel Transylvania,"['Animation', 'Comedy', 'Family']",7.1,204571,Sony,148300000.0,15.318,2012-09-28,6.9,5013,9,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
tt0840361,The Town,"['Crime', 'Drama', 'Thriller']",7.6,322524,WB,92200000.0,13.475999999999999,2010-09-17,7.1,2386,9,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0842926,The Kids Are All Right,"['Comedy', 'Drama', 'Romance']",7.0,120656,Focus,20800000.0,8.426,2010-07-09,6.6,854,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0848537,Epic,"['Adventure', 'Animation', 'Family']",6.7,95318,Fox,107500000.0,13.995,2013-05-24,6.4,1670,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
tt0850709,Risen,"['Biography', 'Drama']",5.3,182,Sony,36900000.0,10.089,2016-02-18,5.8,433,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0864835,Mr. Peabody & Sherman,"['Adventure', 'Animation', 'Comedy']",6.8,57277,Fox,111500000.0,12.812999999999999,2014-03-07,6.6,1357,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
tt0872230,My Soul to Take,"['Horror', 'Mystery', 'Thriller']",4.8,18381,Uni.,14700000.0,9.808,2010-10-08,5.4,247,10,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
tt0873886,Red State,"['Action', 'Crime', 'Horror']",6.2,59266,SMod,1100000.0,7.816,2011-09-23,6.1,472,9,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0882977,Snitch,"['Action', 'Drama', 'Thriller']",6.5,78142,LG/S,42900000.0,0.6,2011-01-01,1.0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0884732,The Wedding Ringer,['Comedy'],6.7,66893,SGem,64500000.0,15.876,2015-01-16,6.5,961,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0892318,Letters to Juliet,"['Adventure', 'Comedy', 'Drama']",6.6,86137,Sum.,53000000.0,9.394,2010-05-14,6.9,1706,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0892769,How to Train Your Dragon,"['Action', 'Adventure', 'Animation']",8.1,611299,P/DW,217600000.0,28.734,2010-03-26,7.7,7610,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt0892791,Shrek Forever After,"['Adventure', 'Animation', 'Comedy']",6.3,167532,P/DW,238700000.0,15.040999999999999,2010-05-16,6.1,3843,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
tt0903624,The Hobbit: An Unexpected Journey,"['Adventure', 'Family', 'Fantasy']",7.9,719629,WB (NL),303000000.0,26.939,2012-12-14,7.2,12076,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
tt0903657,Love & Mercy,"['Biography', 'Drama', 'Music']",7.4,32238,RAtt.,12600000.0,10.103,2015-06-05,7.2,363,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
tt0918940,The Legend of Tarzan,"['Action', 'Adventure', 'Drama']",6.3,150154,WB,126600000.0,14.797,2016-07-01,5.8,4102,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0935075,Rabbit Hole,['Drama'],7.0,45357,LGF,2200000.0,9.389,2010-12-16,6.8,292,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0938283,The Last Airbender,"['Action', 'Adventure', 'Family']",4.1,137734,Par.,131800000.0,16.595,2010-07-01,4.6,2143,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0944835,Salt,"['Action', 'Mystery', 'Thriller']",6.4,277204,Sony,118300000.0,13.025,2010-07-23,6.3,3240,7,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
tt0945513,Source Code,"['Action', 'Drama', 'Sci-Fi']",7.5,452036,Sum.,54700000.0,13.495,2011-04-01,7.2,4529,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0947798,Black Swan,"['Drama', 'Thriller']",8.0,648854,FoxS,107000000.0,13.745,2010-12-03,7.6,8374,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0947810,Green Zone,"['Action', 'Drama', 'Thriller']",6.8,122132,Uni.,35100000.0,11.519,2010-03-11,6.4,1176,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0948470,The Amazing Spider-Man,"['Action', 'Adventure', 'Sci-Fi']",7.0,525632,Sony,262000000.0,24.391,2012-07-04,6.5,10411,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0954947,The Killer Inside Me,"['Crime', 'Drama', 'Horror']",6.1,31727,IFC,217000.0,7.087000000000001,2010-04-27,5.9,304,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0955308,Robin Hood,"['Action', 'Adventure', 'Drama']",6.6,239480,Uni.,105300000.0,15.444,2010-05-14,6.3,2569,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0963966,The Sorcerer's Apprentice,"['Action', 'Adventure', 'Family']",6.1,143862,BV,63200000.0,14.463,2010-07-13,5.9,2879,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0964517,The Fighter,"['Biography', 'Drama', 'Sport']",7.8,316539,Par.,93600000.0,10.395,2010-12-17,7.3,2325,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
tt0968264,The Conspirator,"['Crime', 'Drama', 'History']",6.9,26416,RAtt.,11500000.0,6.492999999999999,2011-04-15,6.5,226,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0970179,Hugo,"['Adventure', 'Drama', 'Family']",7.5,284869,Par.,73900000.0,12.936,2011-11-23,7.1,4124,11,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0970866,Little Fockers,"['Comedy', 'Romance']",5.5,99222,Uni.,148400000.0,12.152999999999999,2010-12-21,5.6,1883,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0978764,Sucker Punch,"['Action', 'Adventure', 'Fantasy']",6.1,218371,WB,36400000.0,14.415999999999999,2011-03-25,6.0,2716,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,"['Adventure', 'Family', 'Fantasy']",6.3,129663,Fox,104400000.0,17.382,2010-12-10,6.3,3196,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
tt0983193,The Adventures of Tintin,"['Action', 'Adventure', 'Animation']",7.3,202430,Par.,77600000.0,11.981,2011-12-20,6.8,3251,12,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt0985694,Machete,"['Action', 'Crime', 'Thriller']",6.6,182320,Fox,26600000.0,12.557,2010-09-03,6.3,1862,9,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0989757,Dear John,"['Drama', 'Romance', 'War']",6.3,128657,SGem,80000000.0,12.048,2010-02-04,6.8,2676,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0990407,The Green Hornet,"['Action', 'Comedy', 'Crime']",5.8,148622,Sony,98800000.0,14.501,2011-01-13,5.5,1897,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0993842,Hanna,"['Action', 'Drama', 'Thriller']",6.8,179178,Focus,40300000.0,9.709,2011-04-08,6.6,1944,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0993846,The Wolf of Wall Street,"['Biography', 'Crime', 'Drama']",8.2,1035358,Par.,116900000.0,29.518,2013-12-25,7.9,12411,12,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt1007029,The Iron Lady,"['Biography', 'Drama']",6.4,96066,Wein.,30000000.0,8.987,2011-12-30,6.4,899,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt1686470,Inferno,['Thriller'],6.3,50,Sony,34300000.0,17.41,2016-10-28,5.9,3877,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt2009606,Believe,"['Drama', 'Sport']",5.7,695,ORF,6200000.0,1.327,2013-09-27,5.9,12,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tt1013860,Dylan Dog: Dead of Night,"['Action', 'Comedy', 'Crime']",5.1,14120,OMNI/FSR,1200000.0,7.507999999999999,2011-11-01,4.4,243,11,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1017451,The Runaways,"['Biography', 'Drama', 'Music']",6.6,43792,App.,3600000.0,8.19,2010-03-19,6.4,448,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
tt1020072,Selma,"['Biography', 'Drama', 'History']",7.5,77633,Par.,52100000.0,9.541,2014-12-25,7.5,1354,12,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
tt1020558,Centurion,"['Action', 'Adventure', 'Drama']",6.4,74085,Magn.,124000.0,13.548,2010-02-15,6.1,673,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1023114,The Way Back,"['Adventure', 'Drama', 'History']",7.3,102126,NM,2700000.0,7.502999999999999,2010-09-03,6.9,759,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt1465490,Joy,['Drama'],6.1,233,Fox,56500000.0,10.305,2015-12-25,6.5,2723,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1024648,Argo,"['Biography', 'Drama', 'Thriller']",7.7,534683,WB,136000000.0,15.793,2012-10-12,7.2,5127,10,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
tt1462041,Dream House,"['Drama', 'Mystery', 'Thriller']",6.0,59714,Uni.,21300000.0,9.047,2011-09-30,6.0,670,9,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
tt1027718,Wall Street: Money Never Sleeps,['Drama'],6.2,93486,Fox,52500000.0,10.177,2010-09-20,6.0,797,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1028576,Secretariat,"['Biography', 'Drama', 'Family']",7.2,24536,BV,59700000.0,9.059,2010-10-08,7.0,200,10,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
tt1033575,The Descendants,"['Comedy', 'Drama']",7.3,223464,FoxS,82600000.0,10.444,2011-11-18,6.8,1522,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1605783,Midnight in Paris,"['Comedy', 'Fantasy', 'Romance']",7.7,356500,SPC,56800000.0,13.171,2011-05-20,7.5,3965,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
tt1034314,Iron Sky,"['Action', 'Comedy', 'Sci-Fi']",5.9,87609,EOne,122000.0,9.419,2012-03-10,5.7,840,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
tt1034389,The Eagle,"['Action', 'Adventure', 'Drama']",6.2,61475,Focus,19500000.0,8.443,2011-02-11,6.1,694,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1034415,Suspiria,"['Fantasy', 'Horror', 'Mystery']",6.8,37360,Amazon,2500000.0,16.925,2018-10-26,7.0,752,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
tt1655460,Wanderlust,"['Comedy', 'Romance']",5.6,69081,Uni.,17500000.0,9.896,2012-02-24,5.4,693,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1037705,The Book of Eli,"['Action', 'Adventure', 'Drama']",6.9,271307,WB,94800000.0,18.985,2010-01-11,6.7,3495,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1038919,The Bounty Hunter,"['Action', 'Comedy', 'Romance']",5.6,112444,Sony,67099999.0,9.861,2010-03-19,5.7,1627,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1372686,Coriolanus,"['Drama', 'Thriller', 'War']",6.1,29654,Wein.,757000.0,8.016,2012-01-19,6.0,215,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
tt1809398,Unbroken,"['Biography', 'Drama', 'Sport']",7.2,129981,Uni.,115600000.0,12.354000000000001,2014-12-25,7.4,2240,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
tt1043726,The Legend of Hercules,"['Action', 'Adventure', 'Fantasy']",4.2,50352,LG/S,18800000.0,13.754000000000001,2014-01-10,4.5,805,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt1781769,Anna Karenina,"['Drama', 'Romance']",6.6,84668,Focus,12800000.0,9.987,2012-11-16,6.7,1265,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1045658,Silver Linings Playbook,"['Comedy', 'Drama', 'Romance']",7.7,621018,Wein.,132100000.0,15.350999999999999,2012-12-25,7.1,7636,12,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1599348,Safe House,"['Action', 'Adventure', 'Crime']",6.8,192655,Uni.,126400000.0,13.116,2012-02-10,6.4,1997,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
