tconst,title,genres,averagerating,numvotes,studio,domestic_gross,popularity,release_date,vote_average,vote_count,month,Adventure,Drama,Romance,Action,Crime,Sci-fi,Comedy,Family,Animation,Thriller,Mystery,Horror,Biography,History,Fantasy,Music,War,Sport
tt3322940,Annabelle,"['Horror', 'Mystery', 'Thriller']",5.4,122039,WB (NL),84300000.0,13.989,2014-10-03,5.6,3357,10,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
tt3348730,Jigsaw,"['Crime', 'Horror', 'Mystery']",5.8,57184,LGF,38100000.0,17.398,2017-10-27,6.1,1887,10,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
tt3385516,X-Men: Apocalypse,"['Action', 'Adventure', 'Sci-Fi']",7.0,356556,Fox,155400000.0,39.293,2016-05-27,6.5,8348,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt3397884,Sicario,"['Action', 'Crime', 'Drama']",7.6,328548,LGF,46900000.0,20.468,2015-09-18,7.3,4475,9,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3401882,Fist Fight,['Comedy'],5.6,35136,WB (NL),32200000.0,9.808,2017-02-17,6.0,708,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt3442990,Lila & Eve,"['Crime', 'Drama', 'Mystery']",5.8,7194,Gold.,38300.0,6.107,2015-07-31,5.7,136,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
tt3460252,The Hateful Eight,"['Crime', 'Drama', 'Mystery']",7.8,434966,Wein.,54100000.0,20.680999999999997,2015-12-25,7.7,8065,12,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
tt3470600,Sing,"['Animation', 'Comedy', 'Family']",7.1,115951,Uni.,270400000.0,17.572,2016-12-21,6.9,4303,12,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
tt3498820,Captain America: Civil War,"['Action', 'Adventure', 'Sci-Fi']",7.8,583507,BV,408100000.0,39.137,2016-05-06,7.4,14000,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt3521164,Moana,"['Adventure', 'Animation', 'Comedy']",7.6,224253,BV,248800000.0,1.96,2015-11-13,6.5,16,11,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
tt3522806,Mechanic: Resurrection,"['Action', 'Adventure', 'Thriller']",5.7,67275,LG/S,21200000.0,16.302,2016-08-26,5.6,1929,8,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt3553442,Whiskey Tango Foxtrot,"['Biography', 'Comedy', 'Drama']",6.6,46265,Par.,23100000.0,8.564,2016-03-04,6.2,596,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt3554418,Khoobsurat,"['Comedy', 'Romance']",6.4,6811,UTV,711000.0,4.768,2014-09-19,6.8,66,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt3605418,Knock Knock,"['Drama', 'Thriller']",4.9,68328,LGP,36300.0,17.867,2015-10-09,5.0,1490,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt3640424,Allied,"['Action', 'Drama', 'Romance']",7.1,125741,Par.,40100000.0,19.611,2016-11-23,6.7,2765,11,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3659388,The Martian,"['Adventure', 'Drama', 'Sci-Fi']",8.0,680116,Fox,228400000.0,22.855999999999998,2015-10-02,7.7,12172,10,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt3682448,Bridge of Spies,"['Drama', 'History', 'Thriller']",7.6,263004,BV,72300000.0,12.835999999999999,2015-10-16,7.2,4313,10,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
tt3691740,The BFG,"['Adventure', 'Family', 'Fantasy']",6.4,69340,BV,55500000.0,20.08,2016-07-01,6.2,1916,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
tt4255304,The Void,"['Horror', 'Mystery', 'Sci-Fi']",5.8,25143,Scre.,151000.0,11.54,2017-04-07,5.8,521,4,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
tt3717252,Underworld: Blood Wars,"['Action', 'Adventure', 'Fantasy']",5.8,62942,SGem,30400000.0,18.976,2017-01-06,5.5,2318,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt3721936,American Honey,"['Adventure', 'Drama', 'Romance']",7.0,31663,A24,663000.0,8.777999999999999,2016-09-30,6.7,417,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3731562,Kong: Skull Island,"['Action', 'Adventure', 'Fantasy']",6.6,237720,WB,168100000.0,29.388,2017-03-10,6.3,6054,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt3783958,La La Land,"['Comedy', 'Drama', 'Music']",8.0,436070,LG/S,151100000.0,16.275,2016-12-09,7.9,10028,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
tt3799694,The Nice Guys,"['Action', 'Comedy', 'Crime']",7.4,240337,WB,36300000.0,13.743,2016-05-20,7.1,4272,5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt3824458,Tangerine,"['Comedy', 'Crime', 'Drama']",7.1,23133,Magn.,702000.0,6.94,2015-07-10,7.0,314,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt3832914,War Room,['Drama'],6.5,11716,TriS,67800000.0,7.419,2015-08-28,7.5,171,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3850590,Krampus,"['Comedy', 'Fantasy', 'Horror']",6.2,55400,Uni.,42700000.0,9.417,2015-12-04,6.0,1046,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
tt3863552,Bajrangi Bhaijaan,"['Action', 'Comedy', 'Drama']",8.0,63747,Eros,8199999.0,7.122000000000001,2015-07-17,7.9,232,7,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,"['Action', 'Adventure', 'Comedy']",6.0,77234,Par.,82100000.0,15.095999999999998,2016-06-03,5.9,1860,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt3958034,Don't Breathe,['Documentary'],6.6,43,SGem,89200000.0,12.140999999999998,2016-08-26,6.9,3662,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3966404,Mustang,['Drama'],7.6,30899,Cohen,845000.0,7.459,2015-11-20,8.0,755,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt4005402,Colonia,"['Drama', 'Romance', 'Thriller']",7.1,41738,Scre.,15700.0,10.137,2016-04-15,7.4,1103,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt4034228,Manchester by the Sea,['Drama'],7.8,214557,RAtt.,47700000.0,16.637999999999998,2016-11-18,7.5,3176,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt4046784,Maze Runner: The Scorch Trials,"['Action', 'Sci-Fi', 'Thriller']",6.3,201143,Fox,81700000.0,17.31,2015-09-18,6.6,6365,9,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tt4196776,Jason Bourne,"['Action', 'Thriller']",6.6,190596,Uni.,162400000.0,14.568,2016-07-29,6.1,3611,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt4291590,Evolution,"['Drama', 'Mystery', 'Sci-Fi']",6.0,5266,IFC,24800.0,4.208,2015-09-14,6.3,73,9,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
tt4302938,Kubo and the Two Strings,"['Action', 'Adventure', 'Animation']",7.8,105578,Focus,48000000.0,13.847000000000001,2016-08-19,7.7,2029,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt4572514,Patriots Day,"['Action', 'Crime', 'Drama']",7.4,76204,LGF,31900000.0,15.435,2016-12-21,6.9,1337,12,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt4624424,Storks,"['Adventure', 'Animation', 'Comedy']",6.8,50448,WB,72700000.0,12.100999999999999,2016-09-23,6.5,1308,9,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
tt4651520,Bad Moms,['Comedy'],6.2,100952,STX,113300000.0,14.332,2016-07-29,6.5,2600,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt4698684,Hunt for the Wilderpeople,"['Adventure', 'Comedy', 'Drama']",7.9,87532,Orch.,5200000.0,12.545,2016-06-24,7.8,915,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt4799066,Midnight Sun,"['Drama', 'Romance']",6.6,16220,Global Road,9600000.0,4.145,2014-09-01,6.0,38,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt5052448,Get Out,"['Horror', 'Mystery', 'Thriller']",7.7,400474,Uni.,176000000.0,0.8340000000000001,2010-02-01,5.5,8,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
tt5325452,Boo! A Madea Halloween,"['Comedy', 'Drama', 'Horror']",4.6,6867,LGF,73200000.0,7.141,2016-10-21,5.3,280,10,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt5758778,Skyscraper,"['Action', 'Adventure', 'Thriller']",5.8,81193,Uni.,68400000.0,26.229,2018-07-13,6.1,2177,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt6333056,City of Ghosts,"['Documentary', 'War']",7.4,2925,IFC,128000.0,4.341,2017-07-14,7.1,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt8097306,Nobody's Fool,"['Comedy', 'Drama', 'Romance']",4.6,3618,Par.,31700000.0,12.276,2018-11-02,5.9,96,11,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
=======
tconst,title,genres,averagerating,numvotes,studio,domestic_gross,popularity,release_date,vote_average,vote_count
tt0337692,On the Road,"Adventure,Drama,Romance",6.1,37886.0,IFC,744000.0,8.919,2012-12-21,5.6,518
tt0365907,A Walk Among the Tombstones,"Action,Crime,Drama",6.5,105116.0,Uni.,26300000.0,19.373,2014-09-19,6.3,1685
tt0369610,Jurassic World,"Action,Adventure,Sci-Fi",7.0,539338.0,Uni.,652300000.0,20.709,2015-06-12,6.6,14056
tt0372538,Spy,"Action,Crime,Drama",6.6,78.0,Fox,110800000.0,1.4,2011-08-09,7.0,1
tt0372538,Spy,"Action,Crime,Drama",6.6,78.0,Fox,110800000.0,12.54,2015-06-05,6.8,3917
tt0376479,American Pastoral,"Crime,Drama",6.1,12898.0,LGF,544000.0,7.782,2016-10-21,6.0,339
tt0383010,The Three Stooges,"Comedy,Family",5.1,28570.0,Fox,44300000.0,9.357999999999999,2012-04-13,5.1,215
tt0398286,Tangled,"Adventure,Animation,Comedy",7.8,366366.0,BV,200800000.0,21.511,2010-11-24,7.5,6407
tt0401729,John Carter,"Action,Adventure,Sci-Fi",6.6,241792.0,BV,73100000.0,18.549,2012-03-09,6.1,3338
tt0409847,Cowboys & Aliens,"Action,Sci-Fi,Thriller",6.0,195889.0,Uni.,100200000.0,16.293,2011-07-29,5.5,3110
tt0419692,Disconnect,"Drama,Mystery,Sci-Fi",4.5,190.0,LD,1400000.0,0.706,2010-08-06,6.7,3
tt0419692,Disconnect,"Drama,Mystery,Sci-Fi",4.5,190.0,LD,1400000.0,10.319,2013-04-12,7.1,681
tt0427152,Dinner for Schmucks,Comedy,5.9,91546.0,P/DW,73000000.0,6.632000000000001,2010-07-30,5.6,920
tt0429493,The A-Team,"Action,Adventure,Thriller",6.8,235256.0,Fox,77200000.0,17.097,2010-06-11,6.3,2703
tt0431021,The Possession,"Horror,Mystery,Thriller",5.9,53649.0,LGF,49100000.0,8.978,2012-08-31,5.9,918
tt0433035,Real Steel,"Action,Drama,Family",7.1,283534.0,BV,85500000.0,14.811,2011-10-06,6.8,4566
tt0435651,The Giver,"Drama,Romance,Sci-Fi",6.5,104999.0,Wein.,45100000.0,8.687000000000001,2014-08-11,6.5,3075
tt0435761,Toy Story 3,"Adventure,Animation,Comedy",8.3,682218.0,BV,415000000.0,24.445,2010-06-17,7.7,8340
tt0443272,Lincoln,"Biography,Drama,History",7.4,228701.0,BV,182200000.0,12.693,2012-11-16,6.8,2261
tt0443465,Before We Go,"Comedy,Drama,Romance",6.8,45181.0,RTWC,37200.0,8.232999999999999,2015-05-21,6.5,985
tt0446029,Scott Pilgrim vs. the World,"Action,Comedy,Fantasy",7.5,339338.0,Uni.,31500000.0,14.383,2010-08-13,7.3,3882
tt0448694,Puss in Boots,"Action,Adventure,Animation",6.6,133355.0,P/DW,149300000.0,9.078,2011-10-28,6.3,1422
tt0451279,Wonder Woman,"Action,Adventure,Fantasy",7.5,487527.0,WB,412600000.0,2.841,2013-09-29,5.9,34
tt0451279,Wonder Woman,"Action,Adventure,Fantasy",7.5,487527.0,WB,412600000.0,31.618000000000002,2017-06-02,7.3,12566
tt0454876,Life of Pi,"Adventure,Drama,Fantasy",7.9,535836.0,Fox,125000000.0,15.0,2012-11-21,7.3,8723
tt0455407,The Crazies,"Horror,Thriller",6.5,104465.0,Over.,39100000.0,12.245999999999999,2010-02-26,6.2,1036
tt0455944,The Equalizer,"Action,Crime,Thriller",7.2,302302.0,Sony,101500000.0,28.941999999999997,2014-09-26,7.2,4989
tt0458339,Captain America: The First Avenger,"Action,Adventure,Sci-Fi",6.9,668137.0,Par.,176700000.0,25.808000000000003,2011-07-22,6.9,12810
tt0462335,High-Rise,"Drama,Horror,Sci-Fi",5.6,33746.0,Magn.,346000.0,8.474,2016-04-28,5.5,610
tt0464154,Piranha 3D,"Comedy,Horror",5.4,81327.0,W/Dim.,25000000.0,11.302,2010-08-20,5.3,1029
tt0470752,Ex Machina,"Drama,Mystery,Sci-Fi",7.7,424542.0,A24,25400000.0,18.485,2015-04-10,7.6,8026
tt0471042,Tower Heist,"Action,Comedy,Crime",6.2,125102.0,Uni.,78000000.0,12.213,2011-11-04,6.0,1592
tt0472181,The Smurfs,"Adventure,Animation,Comedy",5.5,77577.0,Sony,142600000.0,16.533,2011-07-29,5.6,2112
tt0472399,The Mechanic,"Action,Crime,Thriller",6.6,141254.0,CBS,29100000.0,14.387,2011-01-28,6.3,1676
tt0473075,Prince of Persia: The Sands of Time,"Action,Adventure,Fantasy",6.6,254975.0,BV,90800000.0,13.44,2010-05-27,6.2,4040
tt0475290,"Hail, Caesar!","Comedy,Drama,Music",6.3,111422.0,Uni.,30500000.0,12.312000000000001,2016-02-05,5.9,2328
tt0477080,Unstoppable,"Action,Thriller",6.8,173019.0,Fox,81600000.0,14.01,2010-11-12,6.4,1913
tt0477080,Unstoppable,"Action,Thriller",6.8,173019.0,Fox,81600000.0,0.6,2013-09-24,1.6,4
tt0477302,Extremely Loud & Incredibly Close,"Adventure,Drama,Mystery",6.9,93164.0,WB,31800000.0,9.828,2011-12-24,7.0,1231
tt0478304,The Tree of Life,"Drama,Fantasy",6.8,156266.0,FoxS,13300000.0,11.569,2011-05-27,6.6,1730
tt0478970,Ant-Man,"Action,Adventure,Comedy",7.3,501213.0,BV,180200000.0,32.715,2015-07-17,7.1,11949
tt0479997,Season of the Witch,"Action,Adventure,Fantasy",5.4,85777.0,Rela.,24800000.0,12.535,2011-01-07,5.3,1352
tt0480255,The Losers,"Action,Adventure,Crime",6.4,83876.0,WB,23600000.0,10.202,2010-04-23,6.2,844
tt0480687,Hall Pass,"Comedy,Romance",5.9,113775.0,WB (NL),45100000.0,9.984,2011-02-25,5.5,1009
tt0481499,The Croods,"Action,Adventure,Animation",7.2,176699.0,Fox,187200000.0,16.29,2013-03-22,6.8,3873
tt0491152,Something Borrowed,"Comedy,Drama,Romance",5.9,54314.0,WB,39000000.0,7.567,2011-05-05,6.1,591
tt0492389,Furry Vengeance,"Comedy,Family",3.8,14700.0,Sum.,17600000.0,9.45,2010-04-02,4.6,283
tt0493949,Ramona and Beezus,"Adventure,Comedy,Family",6.6,16086.0,Fox,26200000.0,7.442,2010-07-23,6.3,460
tt0498381,Rings,"Drama,Horror,Mystery",4.5,34151.0,Par.,27800000.0,13.53,2017-02-03,4.9,1785
tt0770828,Man of Steel,"Action,Adventure,Sci-Fi",7.1,647288.0,WB,291000000.0,27.666999999999998,2013-06-14,6.5,9758
tt0780653,The Wolfman,"Drama,Fantasy,Horror",5.8,97873.0,Uni.,62000000.0,14.03,2010-02-12,5.7,1009
tt0787474,The Boxtrolls,"Adventure,Animation,Comedy",6.8,50763.0,Focus,50800000.0,11.219000000000001,2014-09-26,6.7,1016
tt0790628,The Incredible Burt Wonderstone,"Adventure,Comedy,Fantasy",5.9,67549.0,WB (NL),22500000.0,9.362,2013-03-15,5.4,920
tt0790636,Dallas Buyers Club,"Biography,Drama",8.0,402462.0,Focus,27300000.0,12.389000000000001,2013-11-22,7.9,4961
tt0790663,The First Grader,"Biography,Drama,Romance",7.5,4052.0,NGE,332000.0,3.3310000000000004,2010-09-04,7.0,51
tt0790724,Jack Reacher,"Action,Crime,Thriller",7.0,284547.0,Par.,80100000.0,18.312,2012-12-21,6.4,4155
tt0790736,R.I.P.D.,"Action,Adventure,Comedy",5.6,109078.0,Uni.,33600000.0,21.377,2013-07-19,5.6,2047
tt0795461,Scary Movie 5,Comedy,3.5,60139.0,W/Dim.,32000000.0,16.316,2013-04-12,4.7,1494
tt0800369,Thor,"Action,Adventure,Fantasy",7.0,683264.0,Par.,181000000.0,38.068000000000005,2011-05-06,6.7,12764
tt0803096,Warcraft,"Action,Adventure,Fantasy",6.9,225557.0,Uni.,47400000.0,21.464000000000002,2016-06-10,6.3,4071
tt0804497,It's Kind of a Funny Story,"Comedy,Drama,Romance",7.1,125583.0,Focus,6400000.0,10.01,2010-10-08,7.0,1324
tt0808510,Tooth Fairy,"Comedy,Family,Fantasy",5.0,37939.0,Fox,60000000.0,12.65,2010-01-22,5.3,1058
tt0810913,Jack and Jill,Comedy,3.3,71361.0,Sony,74200000.0,11.277000000000001,2011-11-11,4.1,1124
tt0810922,Take Me Home Tonight,"Comedy,Drama,Romance",6.3,48393.0,Rela.,6900000.0,11.321,2011-03-04,6.1,339
tt0815236,She's Out of My League,"Comedy,Romance",6.4,117245.0,Par.,32000000.0,7.775,2010-03-12,6.1,970
tt0816442,The Book Thief,"Drama,War",7.6,119023.0,Fox,21500000.0,9.033999999999999,2013-11-08,7.5,2788
tt0816692,Interstellar,"Adventure,Drama,Sci-Fi",8.6,1299334.0,Par.,188000000.0,28.44,2014-11-05,8.2,18597
tt0816711,World War Z,"Action,Adventure,Horror",7.0,553751.0,Par.,202400000.0,14.582,2013-06-21,6.7,9132
tt0817177,Flipped,"Comedy,Drama,Romance",7.7,74937.0,WB,1800000.0,9.781,2010-08-06,7.4,859
tt0817177,Flipped,"Comedy,Drama,Romance",7.7,74937.0,WB,1800000.0,0.9620000000000001,2015-12-15,7.0,2
tt0817230,Valentine's Day,"Comedy,Romance",5.7,107171.0,WB (NL),110500000.0,11.187000000000001,2010-02-11,5.8,1907
tt0822847,Priest,"Action,Adventure,Fantasy",5.7,108320.0,SGem,29100000.0,15.318,2011-05-13,5.5,1157
tt0829150,Dracula Untold,"Action,Drama,Fantasy",6.3,164829.0,Uni.,56300000.0,29.043000000000003,2014-10-03,6.2,3719
tt0840361,The Town,"Crime,Drama,Thriller",7.6,322524.0,WB,92200000.0,13.475999999999999,2010-09-17,7.1,2386
tt0842926,The Kids Are All Right,"Comedy,Drama,Romance",7.0,120656.0,Focus,20800000.0,8.426,2010-07-09,6.6,854
tt0848537,Epic,"Adventure,Animation,Family",6.7,95318.0,Fox,107500000.0,13.995,2013-05-24,6.4,1670
tt0850709,Risen,"Biography,Drama",5.3,182.0,Sony,36900000.0,10.089,2016-02-18,5.8,433
tt0864835,Mr. Peabody & Sherman,"Adventure,Animation,Comedy",6.8,57277.0,Fox,111500000.0,12.812999999999999,2014-03-07,6.6,1357
tt0872230,My Soul to Take,"Horror,Mystery,Thriller",4.8,18381.0,Uni.,14700000.0,9.808,2010-10-08,5.4,247
tt0873886,Red State,"Action,Crime,Horror",6.2,59266.0,SMod,1100000.0,7.816,2011-09-23,6.1,472
tt0882977,Snitch,"Action,Drama,Thriller",6.5,78142.0,LG/S,42900000.0,16.673,2013-02-22,5.9,1493
tt0884732,The Wedding Ringer,Comedy,6.7,66893.0,SGem,64500000.0,15.876,2015-01-16,6.5,961
tt0889573,The Switch,"Comedy,Drama,Romance",6.1,90661.0,Mira.,27800000.0,7.745,2010-08-20,6.1,1008
tt0892318,Letters to Juliet,"Adventure,Comedy,Drama",6.6,86137.0,Sum.,53000000.0,9.394,2010-05-14,6.9,1706
tt0892769,How to Train Your Dragon,"Action,Adventure,Animation",8.1,611299.0,P/DW,217600000.0,28.734,2010-03-26,7.7,7610
tt0892791,Shrek Forever After,"Adventure,Animation,Comedy",6.3,167532.0,P/DW,238700000.0,15.040999999999999,2010-05-16,6.1,3843
tt0896872,The Whistleblower,"Action,Biography,Crime",7.2,29826.0,Gold.,1100000.0,9.578,2011-08-05,6.7,269
tt0903624,The Hobbit: An Unexpected Journey,"Adventure,Family,Fantasy",7.9,719629.0,WB (NL),303000000.0,26.939,2012-12-14,7.2,12076
tt0903657,Love & Mercy,"Biography,Drama,Music",7.4,32238.0,RAtt.,12600000.0,10.103,2015-06-05,7.2,363
tt0918940,The Legend of Tarzan,"Action,Adventure,Drama",6.3,150154.0,WB,126600000.0,14.797,2016-07-01,5.8,4102
tt0935075,Rabbit Hole,Drama,7.0,45357.0,LGF,2200000.0,9.389,2010-12-16,6.8,292
tt0938283,The Last Airbender,"Action,Adventure,Family",4.1,137734.0,Par.,131800000.0,16.595,2010-07-01,4.6,2143
tt0944835,Salt,"Action,Mystery,Thriller",6.4,277204.0,Sony,118300000.0,13.025,2010-07-23,6.3,3240
tt0944835,Salt,"Action,Mystery,Thriller",6.4,277204.0,Sony,118300000.0,0.632,2012-08-06,1.0,1
tt0945513,Source Code,"Action,Drama,Sci-Fi",7.5,452036.0,Sum.,54700000.0,13.495,2011-04-01,7.2,4529
tt0947798,Black Swan,"Drama,Thriller",8.0,648854.0,FoxS,107000000.0,13.745,2010-12-03,7.6,8374
tt0947810,Green Zone,"Action,Drama,Thriller",6.8,122132.0,Uni.,35100000.0,11.519,2010-03-11,6.4,1176
tt0948470,The Amazing Spider-Man,"Action,Adventure,Sci-Fi",7.0,525632.0,Sony,262000000.0,24.391,2012-07-04,6.5,10411
tt0954947,The Killer Inside Me,"Crime,Drama,Horror",6.1,31727.0,IFC,217000.0,7.087000000000001,2010-04-27,5.9,304
tt0955308,Robin Hood,"Action,Adventure,Drama",6.6,239480.0,Uni.,105300000.0,15.444,2010-05-14,6.3,2569
tt0955308,Robin Hood,"Action,Adventure,Drama",6.6,239480.0,Uni.,105300000.0,0.68,2013-01-31,5.7,3
tt0955308,Robin Hood,"Action,Adventure,Drama",6.6,239480.0,Uni.,105300000.0,39.975,2018-11-21,5.8,1194
tt0963966,The Sorcerer's Apprentice,"Action,Adventure,Family",6.1,143862.0,BV,63200000.0,14.463,2010-07-13,5.9,2879
tt0964517,The Fighter,"Biography,Drama,Sport",7.8,316539.0,Par.,93600000.0,10.395,2010-12-17,7.3,2325
tt0968264,The Conspirator,"Crime,Drama,History",6.9,26416.0,RAtt.,11500000.0,6.492999999999999,2011-04-15,6.5,226
tt0970179,Hugo,"Adventure,Drama,Family",7.5,284869.0,Par.,73900000.0,12.936,2011-11-23,7.1,4124
tt0970866,Little Fockers,"Comedy,Romance",5.5,99222.0,Uni.,148400000.0,12.152999999999999,2010-12-21,5.6,1883
tt0978764,Sucker Punch,"Action,Adventure,Fantasy",6.1,218371.0,WB,36400000.0,14.415999999999999,2011-03-25,6.0,2716
tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,"Adventure,Family,Fantasy",6.3,129663.0,Fox,104400000.0,17.382,2010-12-10,6.3,3196
tt0983193,The Adventures of Tintin,"Action,Adventure,Animation",7.3,202430.0,Par.,77600000.0,11.981,2011-12-20,6.8,3251
tt0985694,Machete,"Action,Crime,Thriller",6.6,182320.0,Fox,26600000.0,12.557,2010-09-03,6.3,1862
tt0989757,Dear John,"Drama,Romance,War",6.3,128657.0,SGem,80000000.0,12.048,2010-02-04,6.8,2676
tt0990407,The Green Hornet,"Action,Comedy,Crime",5.8,148622.0,Sony,98800000.0,14.501,2011-01-13,5.5,1897
tt0993842,Hanna,"Action,Drama,Thriller",6.8,179178.0,Focus,40300000.0,9.709,2011-04-08,6.6,1944
tt0993846,The Wolf of Wall Street,"Biography,Crime,Drama",8.2,1035358.0,Par.,116900000.0,29.518,2013-12-25,7.9,12411
tt1001526,Megamind,"Action,Animation,Comedy",7.3,207488.0,P/DW,148400000.0,22.855,2010-11-04,6.8,3635
tt1007029,The Iron Lady,"Biography,Drama",6.4,96066.0,Wein.,30000000.0,8.987,2011-12-30,6.4,899
tt10090222,Inferno,Documentary,,,Sony,34300000.0,17.41,2016-10-28,5.9,3877
tt10118052,Believe,Documentary,,,ORF,6200000.0,1.327,2013-09-27,5.9,12
tt10118052,Believe,Documentary,,,ORF,6200000.0,1.536,2016-12-02,6.5,11
tt1013860,Dylan Dog: Dead of Night,"Action,Comedy,Crime",5.1,14120.0,OMNI/FSR,1200000.0,7.507999999999999,2011-11-01,4.4,243
tt1014763,Child 44,"Crime,Drama,History",6.5,59477.0,LG/S,1200000.0,26.386,2015-04-17,6.2,903
tt1017451,The Runaways,"Biography,Drama,Music",6.6,43792.0,App.,3600000.0,8.19,2010-03-19,6.4,448
tt1020072,Selma,"Biography,Drama,History",7.5,77633.0,Par.,52100000.0,9.541,2014-12-25,7.5,1354
tt1020558,Centurion,"Action,Adventure,Drama",6.4,74085.0,Magn.,124000.0,13.548,2010-02-15,6.1,673
tt1023114,The Way Back,"Adventure,Drama,History",7.3,102126.0,NM,2700000.0,7.502999999999999,2010-09-03,6.9,759
tt10243672,Joy,,,,Fox,56500000.0,10.305,2015-12-25,6.5,2723
tt1024648,Argo,"Biography,Drama,Thriller",7.7,534683.0,WB,136000000.0,15.793,2012-10-12,7.2,5127
tt10265116,Dream House,"Comedy,Drama,Romance",,,Uni.,21300000.0,9.047,2011-09-30,6.0,670
tt1027718,Wall Street: Money Never Sleeps,Drama,6.2,93486.0,Fox,52500000.0,10.177,2010-09-20,6.0,797
tt1028576,Secretariat,"Biography,Drama,Family",7.2,24536.0,BV,59700000.0,9.059,2010-10-08,7.0,200
tt1029231,Krrish 3,"Action,Adventure,Sci-Fi",5.3,18891.0,Eros,2200000.0,5.281000000000001,2013-11-01,5.1,68
tt1033575,The Descendants,"Comedy,Drama",7.3,223464.0,FoxS,82600000.0,10.444,2011-11-18,6.8,1522
tt10340148,Midnight in Paris,"Comedy,Documentary,Drama",,,SPC,56800000.0,13.171,2011-05-20,7.5,3965
tt1034314,Iron Sky,"Action,Comedy,Sci-Fi",5.9,87609.0,EOne,122000.0,9.419,2012-03-10,5.7,840
tt1034389,The Eagle,"Action,Adventure,Drama",6.2,61475.0,Focus,19500000.0,8.443,2011-02-11,6.1,694
tt1034415,Suspiria,"Fantasy,Horror,Mystery",6.8,37360.0,Amazon,2500000.0,16.925,2018-10-26,7.0,752
tt10375030,Wanderlust,Fantasy,,,Uni.,17500000.0,9.896,2012-02-24,5.4,693
